d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,6731566.62,6939632.57
1_facilities_and_construction,2018-2019,6578470.45,6704767.08
1_facilities_and_construction,2019-2020,6501842.62,6449526.67
1_facilities_and_construction,2020-2021,1290998.05,1229335.25
1_facilities_and_construction,2021-2022,1866873.17,1721276.27
1_facilities_and_construction,2022-2023,3483979.66,3117479.61
10_office_management,2020-2021,13560.00,12840.77
2_professional_services,2018-2019,33900.00,34408.32
2_professional_services,2020-2021,36160.00,34727.79
2_professional_services,2021-2022,116813.30,107164.53
2_professional_services,2022-2023,168186.70,151036.82
