d_vendor_name,overall_total
MODIS CANADA,3693162.777252885
IT NET CONSULTANTS,698216.26
ZYCOM,682295.7392601931
MICROSOFT CANADA,553504.7433333333
ABI ADVANCED BUSINESS INTERIORS,388187.33
CBCI TELECOM CANADA,366615.29999999993
EXCEL HUMAN RESOURCES,339179.1878540271
NISHA TECHONOLOGIES,301205.88845648145
COSSETTE COMMUNICATIONS,280266
ABCE LANGUAGE SCHOOL,251361
MGIS,246419.02924462923
SAS INSTITUTE,240756.5
CISION CANADA,229895.40043519798
IBISKA TELECOM,218421.76
OPENPLUS VURTUR COMMUNICATIONS GRO,213746.51207386365
FOXRED CONSULTING,213680.11307405436
3005526 CANADA,195043.5
GROUPE CONSEIL BAASTEL,193582.80121299505
NORTHERN MICRO,188937.34735138863
SOCIETE GAMMA,174236.18235110707
1019837 ONTARIO,166163.34000000003
ORACLE CANADA,135409.39
DONNA CONA,132080.4331015299
DYNAMIC PERSONNEL CONSULTANTS,132059.32
ALTIS HUMAN RESOURCES,130200
TOSHIBA CLIENT SOLUTIONS CANADA,129951.09822845417
ACCURATE DESIGN COMMUNICATION,121419.6582733813
UBIQUS OTTAWA,118491.72090098546
GARTNER,117628.05
HYPERTEC,109226.40231500943
TEKNION,105185.73
KONICA MINOLTA BUSINESS SOLUTIONS,100838.48628671635
THE ASSOCIATES GROUP HUMAN RESOURCE,100029.44720173537
IRON MOUNTAIN CANADA OPERATIONS,98980.14789905559
CDW CANADA,94186.03999999998
ADRM TECHNOLOGY CONSULTING,92927.81067961165
BELL CANADA,84128.86912312715
7792395 CANADA,83238.75
ICEBERG NETWORKS,81544.3231591474
LNRS DATA SERVICES,81097.1465116279
MICRO FOCUS SOFTWARE CANADA,77291.50403484651
EVALUATION PERSONNEL SELECTION,71422.47
CANADIAN HEARING SERVICES,69776.84763948497
VMWARE,68923.70093892541
DELL COMPUTER,67732.05733858305
THE RETIREMENT PLANNING INSTITUTE,66572.1
SEEUNITY,65418.062034652234
KATHARINE M HUNTER ZAWORSKI,65000
ACCESS 2 NETWORKS,64965.075885328835
SIGN LANGUAGE INTERPRETING,62382.939999999995
QUINTET CONSULTING,60532.5
TJ NADEAU CONSULTING,60342.00000000001
CSA GROUP,56559.55371991247
PANASONIC,55983.06
INSA,55807.22524590164
QMR,51977.22938244291
VEEAM SOFTWARE,48167.881330166274
SITEIMPROVE,43457.266027397265
THINKING BIG INFORMATION,42781.159999999996
HELP SYSTEMS,42484.02
LYNDA NAVEDA CONSULTING,41810
PRINTERS PLUS,40079.124398387954
MAXSY S STAFFING AND CONSULTING,39831.38
LEXISNEXIS CANADA,38329.79
IRVING MITCHELL KALICHMAN,37982
SPIRIT STAFFING,35242.83
ALTRUISTIC INFORMATICS CONSULTING,34915.76
DRUIDE INFORMATIQUE,33365.18976277372
CRESTRON CANADA,32177.74
EATON INDUSTRIES CANADA COMPANY,30280.42
DECISIVE TECHNOLOGIES,29078.75835616438
INSIGHT SOFTWARE CANADA,28603.641967213116
VEEAM,26749.415123287672
MARILYN THERIAULT,25549.3
ADVITEK,25333.19
AON CANADA,24998
CPCS TRANSCOM,24909.329999999998
SYSTEMSCOPE,24860
RHEA,24834.6
CHARRON HUMAN RESOURCES,24408
LEVEL ACCESS CANADA,24144.75
FLIGHTGLOBAL,23709.78
DONNELLEY FINANCIAL SOLUTIONS,22989.8757260274
CLOSEREACH,22830.940000000002
MDR ASSOCIATES CONFLICT,22600
SIMPLEX GRINNELL,22351.14
LMB LES SYSTEMES ET SERVICES,22332
AZUR HUMAN RESOURCES,21636.72
CONVERSART CONSULTING,20790
FESTIVAL PROMOTIONS,19997.25
TOTEM OFFISOURCE,18726.93
WTB LANGUAGE GROUP,17645.193789808916
JADE ACOUSTICS,16950
JUNO RISK SOLUTIONS,15750
HOLMES AND BRAKEL BUSINESS,15239.43
SOFTCHOICE,14961.130000000001
BLACKBERRY,14753.62126027397
SDL INTERNATIONAL CANADA,13590.802804377565
RICK HANSEN FOUNDATION,12939.23076923077
HILTON LAC LEAMY,12532.720000000001
