d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,67.51,67.60
0_other,2020-2021,24573.45,24059.39
0_other,2021-2022,26294.52,8620.87
1_facilities_and_construction,2017-2018,649777.20,665759.49
1_facilities_and_construction,2018-2019,672266.07,681102.87
1_facilities_and_construction,2019-2020,926680.60,924975.84
1_facilities_and_construction,2020-2021,1066177.34,1040676.86
1_facilities_and_construction,2021-2022,1604673.30,1086869.70
11_defence,2017-2018,4294.38,4368.15
11_defence,2018-2019,28835.83,29205.05
11_defence,2019-2020,44454.91,44238.30
11_defence,2020-2021,10504.38,10490.52
2_professional_services,2017-2018,42000.39,43029.80
2_professional_services,2018-2019,29077.13,29367.70
2_professional_services,2019-2020,221789.11,221496.26
2_professional_services,2020-2021,23991.02,22858.03
2_professional_services,2021-2022,160582.52,113225.33
3_information_technology,2017-2018,53090.77,54063.62
3_information_technology,2018-2019,78390.65,79350.78
3_information_technology,2019-2020,323905.68,324091.06
3_information_technology,2020-2021,547952.39,535439.87
3_information_technology,2021-2022,811680.52,506095.25
4_medical,2017-2018,45889.82,46776.58
4_medical,2018-2019,193201.05,196629.74
4_medical,2020-2021,31207.76,29497.93
4_medical,2021-2022,43595.97,24207.88
6_industrial_products_and_services,2017-2018,5288971.58,5398143.86
6_industrial_products_and_services,2018-2019,5365824.37,5434472.19
6_industrial_products_and_services,2019-2020,6892807.44,6882690.56
6_industrial_products_and_services,2020-2021,7156289.35,6928293.91
6_industrial_products_and_services,2021-2022,7531621.31,4658223.98
9_human_capital,2017-2018,92356.06,94687.24
9_human_capital,2018-2019,244598.89,247184.91
9_human_capital,2019-2020,36554.71,36424.61
9_human_capital,2021-2022,43952.30,12707.04
