d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,2320116.00,2210005.38
2_professional_services,2017-2018,4881558.15,5008055.29
2_professional_services,2018-2019,1217046.00,1243479.58
3_information_technology,2020-2021,1072106.67,1013679.44
3_information_technology,2021-2022,5208356.43,4348502.13
4_medical,2017-2018,2440178.45,2497698.53
4_medical,2018-2019,9896279.28,10050181.06
4_medical,2019-2020,9923392.38,9839649.11
4_medical,2020-2021,9896279.28,9408098.63
4_medical,2021-2022,9896279.28,7741509.20
