d_vendor_name,overall_total
WCG INTERNATIONAL CONSULTANTS,313224347.51
MEDAVIE,135532238.80
CANADIAN VETERANS VR SERVICE,15132933.66
AGILEC,10263999.49
R E GILMORE INVESTMENTS,4337454.22
MNP,3165559.23
ORACLE CANADA,2648307.80
GILMORE REPRODUCTIONS,1848381.22
GARTNER,1409916.31
FREEBALANCE,1332865.20
SAMSON AND ASSOCIATES,1000464.40
CBCI TELECOM,756270.39
CARAHSOFT TECHNOLOGY,698764.32
EKOS RESEARCH ASSOCIATES,390659.61
PROSCI CANADA,361043.50
ENVIRONICS RESEARCH GROUP,350809.50
TOTEM OFFISOURCE,239110.99
INTEGRA NETWORKS,236025.57
GLOBAL KNOWLEDGE,206738.31
ORANGUTECH,197117.98
ACME FUTURE SECURITY CONTROLS,179099.46
CNW GROUP,169120.10
QUINTET CONSULTING,151748.04
CSDC SYSTEMS,150914.05
PURESPIRIT SOLUTIONS,145475.35
SYSTEMATIX SOLUTIONS,137554.75
CISION CANADA,131507.15
SHI CANADA,103844.22
MEDIA Q,86680.39
CLOSEREACH,75512.00
DELCO AUTOMATION,66154.07
MOBILE RESOURCE GROUP,58891.50
CONVERGINT TECHNOLOGIES,57619.77
SOFTSIM TECHNOLOGIES,56034.04
ZERNAM ENTERPRISE,53755.00
MITSUBISHI MOTOR SALES,45736.08
CHARRON HUMAN RESOURCES,44808.00
UNIVERSITY OF BRITISH COLUMBIA,40000.00
SCALAR DECISIONS,39285.00
KONICA MINOLTA BUSINESS SOLUTIONS,37821.31
OGILVY MONTREAL,34500.00
FCA CANADA,32766.95
ONX ENTERPRISE SOLUTIONS,28250.00
3D DATACOMM,25875.00
GLOBAL TOTAL OFFICE,24978.17
MCKINSEY AND COMPANY,24860.00
PANASONIC,24807.80
IFATHOM,22507.05
GLASSHOUSE SYSTEMS,20223.18
NOVA NETWORKS,19558.05
HAWORTH,19051.00
RHEA,18112.50
INSA,17444.59
PALADIN GROUP,11458.47
ECLIPSYS SOLUTIONS,456.61
