d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,46306.38,47796.14
1_facilities_and_construction,2017-2018,5651611.06,5826149.42
1_facilities_and_construction,2018-2019,5602367.89,5708951.68
1_facilities_and_construction,2019-2020,5876381.99,5829068.41
1_facilities_and_construction,2020-2021,5744821.55,5470718.05
1_facilities_and_construction,2021-2022,5168422.22,4802359.84
1_facilities_and_construction,2022-2023,6242771.66,5582444.39
10_office_management,2017-2018,22126.04,22809.98
10_office_management,2018-2019,22126.04,22550.05
10_office_management,2019-2020,22186.66,22009.68
10_office_management,2022-2023,28204.80,25065.02
11_defence,2017-2018,885665.38,913024.63
11_defence,2018-2019,843771.71,860530.64
11_defence,2019-2020,606908.04,602922.25
11_defence,2020-2021,365000.78,347388.33
11_defence,2021-2022,3423512.97,3173732.25
11_defence,2022-2023,3918122.13,3505952.11
2_professional_services,2017-2018,7369267.35,7595569.21
2_professional_services,2018-2019,8708811.31,8879632.59
2_professional_services,2019-2020,6717001.57,6660142.03
2_professional_services,2020-2021,5520814.92,5260723.31
2_professional_services,2021-2022,6291565.39,5846160.54
2_professional_services,2022-2023,7299312.50,6527222.90
3_information_technology,2017-2018,2225511.15,2293767.69
3_information_technology,2018-2019,1594198.77,1625429.39
3_information_technology,2019-2020,447821.34,442971.31
3_information_technology,2020-2021,693176.51,660166.02
3_information_technology,2021-2022,563891.98,524928.24
3_information_technology,2022-2023,516034.43,462218.27
4_medical,2019-2020,10207.82,9974.82
4_medical,2020-2021,94883.09,90548.56
4_medical,2021-2022,158724.13,146075.84
4_medical,2022-2023,66533.09,59534.09
6_industrial_products_and_services,2017-2018,125698.72,129394.51
6_industrial_products_and_services,2018-2019,53547.65,54249.22
6_industrial_products_and_services,2019-2020,129036.42,127889.08
6_industrial_products_and_services,2020-2021,113656.70,108237.63
6_industrial_products_and_services,2021-2022,113656.70,105669.55
6_industrial_products_and_services,2022-2023,66637.08,59971.85
9_human_capital,2018-2019,24245.62,24617.53
9_human_capital,2019-2020,119945.05,118699.02
9_human_capital,2020-2021,78261.66,74342.03
9_human_capital,2021-2022,165150.49,153531.41
9_human_capital,2022-2023,154830.17,138438.19
