d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3941920.15,4044204.12
1_facilities_and_construction,2018-2019,2704722.34,2745805.45
1_facilities_and_construction,2019-2020,3238847.71,3206892.40
1_facilities_and_construction,2020-2021,3601675.28,3424501.40
1_facilities_and_construction,2021-2022,2803547.02,2140772.93
10_office_management,2017-2018,198124.40,203438.69
2_professional_services,2017-2018,1858967.89,1907355.58
2_professional_services,2018-2019,1915871.67,1945539.04
2_professional_services,2019-2020,1519897.63,1507071.25
2_professional_services,2020-2021,1847961.18,1755650.94
2_professional_services,2021-2022,1143475.04,903948.80
