d_vendor_name,d_fiscal_year,total
3D DATACOMM,2018-2019,16021.47
ADRM TECHNOLOGY CONSULTING,2019-2020,105157.8
C CORE,2019-2020,24995.25
CALIAN,2020-2021,70818.23
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,15468.34
CANON,2018-2019,55608.10440180053
CANON,2019-2020,199269.88723023614
CANON,2020-2021,200958.5346251238
CEDROM SNI,2017-2018,34968.637945205475
CSDC SYSTEMS,2018-2019,7728.556602739726
CSDC SYSTEMS,2019-2020,14123.049790702897
CSDC SYSTEMS,2020-2021,11552.630209297104
DYNAMIC PERSONNEL CONSULTANTS,2020-2021,14051.76589727058
EBERHARD VON HUENE ASSOCIATES,2018-2019,162691.46
EPERFORMANCE,2020-2021,9851.186858316221
ESRI,2017-2018,20069.40369863014
ESRI,2018-2019,28400.082794117647
ESRI,2019-2020,93068.4212166616
ESRI,2020-2021,79945.33086055034
EXCEL HUMAN RESOURCES,2018-2019,3961.775616438356
EXCEL HUMAN RESOURCES,2019-2020,179568.90314610346
EXCEL HUMAN RESOURCES,2020-2021,397480.2104988984
FAST TRACK STAFFING,2017-2018,14512.298387096773
FAST TRACK STAFFING,2019-2020,16808.75
FUGRO GEOSURVEYS,2019-2020,11500
GATESTONE,2017-2018,17993.714808743167
GENESIS INTEGRATION,2017-2018,73711.99
GENESIS INTEGRATION,2018-2019,113091.02342105263
GENESIS INTEGRATION,2019-2020,69912.80657894738
GLOBAL KNOWLEDGE,2018-2019,18025.760000000002
GLOBAL UPHOLSTERY,2017-2018,26670.949999999997
GOLDER ASSOCIATES,2018-2019,46898.39
GOSS GILROY,2018-2019,24758.299999999996
GOSS GILROY,2019-2020,13475.25
GOSS GILROY,2020-2021,43231.062626262625
HYPERTEC,2019-2020,22487
INFO TECH RESEARCH GROUP,2018-2019,2870.5095890410958
INFO TECH RESEARCH GROUP,2019-2020,17218.759249342744
INFO TECH RESEARCH GROUP,2020-2021,17150.69558080808
INSTRUX MEDIA,2019-2020,61624.55959239131
INSTRUX MEDIA,2020-2021,79762.28457880435
IRON MOUNTAIN,2020-2021,40661.94
KPMG,2018-2019,16482.087123287674
KPMG,2019-2020,237177.15346617292
KPMG,2020-2021,89298.02941053941
LANNICK CONTRACT SOLUTIONS,2018-2019,41780.619999999995
LIONBRIDGE,2018-2019,28249.999999999996
LIONBRIDGE,2019-2020,177410.00000000003
LIONBRIDGE,2020-2021,11300
LUMINA IT,2019-2020,79326
LUMINA IT,2020-2021,248167.1886792453
MAPLESOFT CONSULTING,2020-2021,79582.1218975332
MAXSYS STAFFING AND CONSULTING,2018-2019,4022.534117647059
MAXSYS STAFFING AND CONSULTING,2019-2020,13073.235882352941
MGIS,2020-2021,25376.18087557604
MICHAEL WAGER CONSULTING,2020-2021,84055.05
MICROSOFT CANADA,2020-2021,48307.5
MORNEAU SHEPELL,2020-2021,21531.645369863014
NISHA TECHONOLOGIES,2017-2018,19065.47
NISHA TECHONOLOGIES,2018-2019,113259.9
NISHA TECHONOLOGIES,2019-2020,194230.0885365854
NISHA TECHONOLOGIES,2020-2021,7073.821463414634
OPENTEXT,2018-2019,73762.55319148937
OPENTEXT,2019-2020,259587.44680851066
OPENTEXT,2020-2021,395500
PHASELOCK SYSTEMS INTERNATIONAL,2018-2019,175192.04
PURELOGIC,2020-2021,52070.4
QMR,2017-2018,24972.23
QMR,2020-2021,28250
QUANTUM MANAGEMENT SERVICES,2018-2019,325.1
RAYMOND CHABOT GRANT THORNTON,2020-2021,95048.23
SI SYSTEMS,2018-2019,58236.773744493395
SI SYSTEMS,2019-2020,346008.75625550665
SOFTCHOICE,2018-2019,8916.90410958904
SOFTCHOICE,2019-2020,13304.268568006586
SOFTCHOICE,2020-2021,20894.79928620494
STANTEC,2018-2019,15612.304610046267
STANTEC,2019-2020,105310.19538995373
STANTEC,2020-2021,65187.75
STRATOS,2018-2019,8592.860215053763
STRATOS,2019-2020,19095.39940033085
STRATOS,2020-2021,19432.740384615383
TOSHIBA CANADA,2017-2018,92917.64
TOSHIBA CANADA,2018-2019,164112.16999999998
TOTEM OFFISOURCE,2017-2018,487598.8676470588
TOTEM OFFISOURCE,2018-2019,348227.66252173914
TOTEM OFFISOURCE,2019-2020,9671.76747826087
TURTLE ISLAND STAFFING,2019-2020,68490.12000000001
UNIVERSITY OF OTTAWA,2020-2021,38075.774566473985
XEROX,2017-2018,97540.39999633467
XEROX,2018-2019,56980.07447032902
XEROX,2019-2020,17996.391039639482
XEROX,2020-2021,13744.660702432655
