d_vendor_name,overall_total
TOTEM OFFISOURCE,845498.30
MAPLESOFT CONSULTING,258887.52
PHASELOCK SYSTEMS INTERNATIONAL,175192.04
EBERHARD VON HUENE ASSOCIATES,162691.46
INSTRUX MEDIA,160835.73
TELECOM COMPUTER SERVICES,143177.33
MICHAEL WAGER CONSULTING,84055.05
INFO TECH RESEARCH GROUP,54390.66
PURELOGIC,52070.40
UNIVERSITY OF OTTAWA,51663.60
FAST TRACK STAFFING,44937.55
LANNICK CONTRACT SOLUTIONS,41780.62
EPERFORMANCE,39324.00
CSDC SYSTEMS,35971.02
CEDROM SNI,34968.64
GLOBAL UPHOLSTERY,26670.95
C CORE,24995.25
PURESPIRIT SOLUTIONS,24970.74
GLOBAL KNOWLEDGE,18025.76
GATESTONE,17993.71
3D DATACOMM,16021.47
FUGRO GEOSURVEYS,11500.00
GARTNER,6051.42
