d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
3D DATACOMM,2018-2019,16021.47,16158.11
ADRM TECHNOLOGY CONSULTING,2019-2020,105157.80,103352.76
ALTIS HUMAN RESOURCES,2021-2022,31749.15,28997.02
BRECKENHILL,2021-2022,36725.00,34991.89
C CORE,2019-2020,24995.25,24831.78
CALIAN,2020-2021,70818.23,67458.01
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,15468.34,15099.87
CANON,2018-2019,55050.74,55699.57
CANON,2019-2020,193761.32,192185.43
CANON,2020-2021,195234.03,186131.14
CANON,2021-2022,159587.36,149850.77
CHRONO AVIATION,2019-2020,12641.50,12340.37
CISION CANADA,2017-2018,34968.64,36040.42
COMPUGEN,2021-2022,39992.96,38026.77
CSDC SYSTEMS,2018-2019,7728.56,7851.24
CSDC SYSTEMS,2019-2020,14123.05,13995.05
CSDC SYSTEMS,2020-2021,11552.63,11000.18
CSDC SYSTEMS,2021-2022,2566.78,2445.65
D2L,2021-2022,8653.45,7868.33
DILLON CONSULTING,2021-2022,14280.19,13047.94
DYNAMIC PERSONNEL CONSULTANTS,2020-2021,14051.77,13341.53
DYNAMIC PERSONNEL CONSULTANTS,2021-2022,60458.17,56729.52
EBERHARD VON HUENE ASSOCIATES,2018-2019,162691.46,164078.94
EPERFORMANCE,2020-2021,9851.19,9375.13
EPERFORMANCE,2021-2022,29472.81,27579.51
ESRI,2017-2018,20069.40,20683.83
ESRI,2018-2019,28400.08,28844.56
ESRI,2019-2020,93068.42,92252.26
ESRI,2020-2021,77918.37,74209.06
ESRI,2021-2022,152958.06,142074.14
EXCEL HUMAN RESOURCES,2018-2019,3961.78,3995.56
EXCEL HUMAN RESOURCES,2019-2020,176604.34,174491.05
EXCEL HUMAN RESOURCES,2020-2021,397480.21,378676.35
EXCEL HUMAN RESOURCES,2021-2022,226065.28,212538.99
FAST TRACK STAFFING,2017-2018,14512.30,14971.69
FAST TRACK STAFFING,2019-2020,16808.75,16721.41
FAST TRACK STAFFING,2021-2022,13616.50,12553.47
FUGRO GEOSURVEYS,2019-2020,11500.00,11417.07
GARTNER,2021-2022,6051.42,5502.38
GATESTONE,2017-2018,17993.71,18563.31
GENESIS INTEGRATION,2017-2018,73711.99,75766.84
GENESIS INTEGRATION,2018-2019,113091.02,114480.20
GENESIS INTEGRATION,2019-2020,69912.81,69911.76
GLOBAL KNOWLEDGE,2018-2019,18025.76,18179.49
GLOBAL UPHOLSTERY,2017-2018,26670.95,27453.27
GOLDER ASSOCIATES,2018-2019,46898.39,47298.35
GOSS GILROY,2018-2019,24758.30,25034.11
GOSS GILROY,2019-2020,13475.25,13184.67
GOSS GILROY,2020-2021,31516.02,29929.96
GOSS GILROY,2021-2022,115033.46,107643.83
HYPERTEC,2019-2020,22487.00,22245.15
INFO TECH RESEARCH GROUP,2018-2019,2870.51,2894.99
INFO TECH RESEARCH GROUP,2019-2020,17218.76,17080.64
INFO TECH RESEARCH GROUP,2020-2021,17150.70,16351.04
INFO TECH RESEARCH GROUP,2021-2022,17150.70,16048.95
INSTITUTE ON GOVERNANCE,2019-2020,1220.95,1191.86
INSTITUTE ON GOVERNANCE,2020-2021,6189.53,5900.94
INSTITUTE ON GOVERNANCE,2021-2022,6189.53,5791.92
INSTRUX MEDIA,2019-2020,61624.56,60915.94
INSTRUX MEDIA,2020-2021,79762.28,76043.33
INSTRUX MEDIA,2021-2022,19448.89,18531.06
IRON MOUNTAIN,2020-2021,40661.94,39066.80
IRON MOUNTAIN,2021-2022,10170.00,9516.69
IVAN S CAMERA,2018-2019,15634.13,15767.46
IVAN S CAMERA,2019-2020,15381.96,15437.91
KPMG,2018-2019,16482.09,16622.65
KPMG,2019-2020,237177.15,234192.50
KPMG,2020-2021,89298.03,84287.74
LANNICK CONTRACT SOLUTIONS,2018-2019,41780.62,42405.98
LES ENQUETES HENRI,2021-2022,25352.72,23052.48
LIONBRIDGE,2018-2019,28250.00,28521.06
LIONBRIDGE,2019-2020,177410.00,175470.78
LIONBRIDGE,2020-2021,11300.00,10773.13
LIONBRIDGE,2021-2022,93867.36,87595.90
LUMINA IT,2019-2020,79326.00,78472.83
LUMINA IT,2020-2021,247912.57,236697.95
LUMINA IT,2021-2022,279284.22,261343.29
MAPLESOFT CONSULTING,2020-2021,79582.12,75915.08
MAPLESOFT CONSULTING,2021-2022,179305.40,167787.01
MAXSYS STAFFING AND CONSULTING,2018-2019,4022.53,4056.84
MAXSYS STAFFING AND CONSULTING,2019-2020,13073.24,13120.79
MGIS,2020-2021,20988.59,19906.46
MGIS,2021-2022,111026.61,103894.38
MICHAEL WAGER CONSULTING,2020-2021,84055.05,80411.71
MICROSOFT CANADA,2020-2021,48307.50,46201.64
MICROSOFT CANADA,2021-2022,71.06,64.62
MORNEAU SHEPELL,2020-2021,21531.65,20575.16
MORNEAU SHEPELL,2021-2022,4320.49,4116.60
NISHA TECHONOLOGIES,2017-2018,19065.47,19590.86
NISHA TECHONOLOGIES,2018-2019,113259.90,114225.81
NISHA TECHONOLOGIES,2019-2020,194230.09,193149.76
NISHA TECHONOLOGIES,2020-2021,7073.82,6666.34
NORTHERN MICRO,2019-2020,8247.58,8051.12
NORTHERN MICRO,2020-2021,21724.69,20535.71
NORTHERN MICRO,2021-2022,55395.49,50464.76
OPENTEXT,2018-2019,73762.55,74470.32
OPENTEXT,2019-2020,259587.45,257504.23
OPENTEXT,2020-2021,395500.00,377059.60
OPENTEXT,2021-2022,395695.21,369103.56
PHASELOCK SYSTEMS INTERNATIONAL,2018-2019,175192.04,176686.12
PHOENIX STRATEGIC PERSPECTIVES,2021-2022,11593.52,10541.65
PURELOGIC,2020-2021,52070.40,49385.74
PURESPIRIT SOLUTIONS,2021-2022,24970.74,22705.16
QMR,2017-2018,24972.23,25687.53
QMR,2020-2021,28250.00,27142.57
QMR,2021-2022,35626.16,33034.34
QUANTUM MANAGEMENT SERVICES,2018-2019,0.00,0.00
RAYMOND CHABOT GRANT THORNTON,2020-2021,95048.23,90839.29
SAMSON ASSOCIES,2018-2019,23857.55,24061.02
SAMSON ASSOCIES,2019-2020,117157.63,116829.80
SI SYSTEMS,2018-2019,58236.77,58733.43
SI SYSTEMS,2019-2020,346008.76,343553.48
SOFTCHOICE,2018-2019,8916.90,9063.20
SOFTCHOICE,2019-2020,13304.27,13171.74
SOFTCHOICE,2020-2021,20894.80,19918.55
SOFTCHOICE,2021-2022,40301.66,37676.29
STANTEC,2018-2019,15612.30,15745.45
STANTEC,2019-2020,105310.20,104559.62
