d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,30219.43,30223.21
1_facilities_and_construction,2020-2021,225509.74,221901.06
1_facilities_and_construction,2021-2022,39360.16,21256.77
2_professional_services,2017-2018,1019122.02,1044914.58
2_professional_services,2018-2019,1433329.74,1451620.23
2_professional_services,2019-2020,1567885.35,1564266.95
2_professional_services,2020-2021,1583198.85,1544539.88
2_professional_services,2021-2022,1665814.24,1205135.45
3_information_technology,2017-2018,87629.18,90059.20
3_information_technology,2018-2019,115998.04,117522.18
3_information_technology,2019-2020,157448.12,157072.58
3_information_technology,2020-2021,190244.07,186246.61
3_information_technology,2021-2022,196134.89,145790.21
4_medical,2021-2022,39776.00,23486.87
9_human_capital,2017-2018,107145.38,110413.51
