d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,394461.06,404665.15
1_facilities_and_construction,2018-2019,19603.94,19916.65
1_facilities_and_construction,2019-2020,40908.70,40462.92
1_facilities_and_construction,2020-2021,52809.96,50209.06
1_facilities_and_construction,2021-2022,79002.02,51822.98
2_professional_services,2017-2018,11654.06,11939.60
4_medical,2020-2021,6595556.65,6282550.09
4_medical,2021-2022,7203456.92,6403742.06
6_industrial_products_and_services,2017-2018,62618.23,64221.99
6_industrial_products_and_services,2018-2019,1106139.22,1122462.24
6_industrial_products_and_services,2019-2020,1042144.28,1035362.55
6_industrial_products_and_services,2020-2021,1053946.03,1001066.70
6_industrial_products_and_services,2021-2022,1065342.96,836687.66
