d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,10450
1_facilities_and_construction,2020-2021,392454.72000000003
2_professional_services,2017-2018,1273592.2148145153
2_professional_services,2018-2019,1440055.96754864
2_professional_services,2019-2020,1603046.8173270796
2_professional_services,2020-2021,1053568.634858344
3_information_technology,2017-2018,13017.811158798284
4_medical,2017-2018,347278.9855072464
4_medical,2018-2019,347278.9855072464
4_medical,2019-2020,261648.5507246377
6_industrial_products_and_services,2017-2018,20860.35
6_industrial_products_and_services,2019-2020,23940
9_human_capital,2019-2020,14950
9_human_capital,2020-2021,58178.08219178082
NA,2017-2018,26715.039577836415
NA,2018-2019,361147.7572559367
NA,2019-2020,362137.2031662269
