d_most_recent_category,total,percentage
2_professional_services,24127111.249730345,0.42573726850950533
1_facilities_and_construction,14846082.325448383,0.2619679775121972
NA,9832687.3807143,0.17350363349528528
3_information_technology,5969842.858943166,0.10534143793222844
9_human_capital,1241830.7136027396,0.021912843625916844
5_transportation_and_logistics,463598.7419934283,0.008180476313878271
6_industrial_products_and_services,89668.52652724968,0.001582254632966475
10_office_management,63662.99999999999,0.0011233716065127174
11_defence,35601.869126506026,6.282162153134253e-4
8_security_and_protection,1276.2479446640318,2.2520156195997476e-5
