normalized_vendor_name,original_vendor_name
GOVERNMENT OF SASKATCHEWAN,Minister of Finance for Saskatchewan
GOVERNMENT OF SASKATCHEWAN,Minister of Finance - Saskatchewan
GOVERNMENT OF SASKATCHEWAN,Saskatchewan Ministry of Environment
GOVERNMENT OF SASKATCHEWAN,SASKATCHEWAN HEALTH AUTHORITY
GOVERNMENT OF SASKATCHEWAN,Government of Saskatchewan
GOVERNMENT OF SASKATCHEWAN,SASKATCHEWAN HEALTH  AUTHORITY
GOVERNMENT OF SASKATCHEWAN,GOVERNMENT OF SASKATCHEWAN
GOVERNMENT OF SASKATCHEWAN,SASKATCHEWAN HEALTH AUTHORITY EMERGENCY MEDICAL SERVICES
GOVERNMENT OF SASKATCHEWAN,Saskatchewan Public Safety Agency
GOVERNMENT OF SASKATCHEWAN,Saskatchewan Environment
GOVERNMENT OF SASKATCHEWAN,Saskatchewan Health Authority – Fir
GOVERNMENT OF SASKATCHEWAN,Gov't of the Province of Saskatchewan
