d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
4PLAN CONSULTING,2017-2018,60818.86,62950.44
ACART COMMUNICATIONS,2017-2018,1113596.90,1143447.45
ACART COMMUNICATIONS,2018-2019,1113596.90,1127808.09
ACART COMMUNICATIONS,2019-2020,351626.72,350906.50
ACT,2017-2018,163140.36,165987.44
ACT,2018-2019,805.26,813.06
ACT,2019-2020,42731.44,42665.40
ACT,2020-2021,59190.47,58320.77
ACT,2021-2022,54058.13,40661.37
ADGA GROUP,2017-2018,35790.58,37059.15
ADGA GROUP,2018-2019,56867.79,57709.56
ADGA GROUP,2019-2020,97259.86,97060.65
ADGA GROUP,2020-2021,96994.13,94956.06
ADGA GROUP,2021-2022,48629.93,44637.09
ADRM TECHNOLOGY CONSULTING,2017-2018,285905.25,293569.09
ADRM TECHNOLOGY CONSULTING,2018-2019,285905.25,289553.83
ADRM TECHNOLOGY CONSULTING,2019-2020,286688.55,286101.34
ADVANCED BUSINESS INTERIORS,2020-2021,11435.60,10809.06
AECOM,2020-2021,267682.07,261924.32
AECOM,2021-2022,272155.86,206740.59
ALTIS HUMAN RESOURCES,2017-2018,37660.25,38923.30
ALTIS HUMAN RESOURCES,2018-2019,44421.29,45137.37
ALTIS HUMAN RESOURCES,2019-2020,22374.14,22350.17
ALTIS HUMAN RESOURCES,2020-2021,478998.18,465773.44
ALTIS HUMAN RESOURCES,2021-2022,712283.88,532657.42
ARTEMP PERSONNEL SERVICES,2017-2018,86734.24,88770.78
ARTEMP PERSONNEL SERVICES,2018-2019,179246.56,181534.02
ARTEMP PERSONNEL SERVICES,2019-2020,468806.87,467848.96
ARTEMP PERSONNEL SERVICES,2020-2021,116157.26,116162.40
ARTEMP PERSONNEL SERVICES,2021-2022,39324.00,22264.86
BANFIELD SEGUIN,2017-2018,614522.78,628158.38
BANFIELD SEGUIN,2018-2019,954471.56,966652.06
BANFIELD SEGUIN,2019-2020,1966521.43,1961364.79
BANFIELD SEGUIN,2020-2021,2668163.34,2612099.19
BANFIELD SEGUIN,2021-2022,2668163.34,2026844.72
BDO CANADA,2017-2018,24754.06,25607.25
BDO CANADA,2018-2019,27312.85,27619.38
BDO CANADA,2019-2020,74161.15,74127.31
BELL CANADA,2019-2020,179035.28,179280.76
BELL CANADA,2020-2021,332694.60,326456.32
BELL CANADA,2021-2022,146060.41,25741.50
CALIAN,2017-2018,71013.05,73530.05
CALIAN,2021-2022,282900.97,257856.57
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,104915.11,107727.41
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,108197.02,109577.78
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,110722.00,110503.39
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,109157.60,106863.96
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,71950.69,54656.65
CARAHSOFT TECHNOLOGY,2017-2018,87983.13,90343.34
CARAHSOFT TECHNOLOGY,2018-2019,40627.14,41146.64
CARAHSOFT TECHNOLOGY,2019-2020,74600.94,74552.13
CARAHSOFT TECHNOLOGY,2020-2021,3764.01,3557.79
CARAHSOFT TECHNOLOGY,2021-2022,68962.79,27464.31
CARLETON UNIVERSITY,2018-2019,19117.96,19302.97
CARLETON UNIVERSITY,2019-2020,39532.04,39514.01
CBCI TELECOM,2017-2018,10757.60,10999.59
CBCI TELECOM,2018-2019,241399.10,244337.16
CBCI TELECOM,2019-2020,248355.63,246870.74
CBCI TELECOM,2020-2021,14391.85,14062.82
CBCI TELECOM,2021-2022,119343.88,78909.66
CDW CANADA,2017-2018,18597.95,18950.28
CDW CANADA,2018-2019,3414.14,3457.71
CDW CANADA,2019-2020,3423.49,3416.48
CDW CANADA,2021-2022,4589.48,932.80
CGI,2018-2019,24860.00,25111.78
CHARRON HUMAN RESOURCES,2018-2019,36985.89,37468.54
CHARRON HUMAN RESOURCES,2019-2020,8327.11,8323.32
CHUBB EDWARDS,2017-2018,42240.53,43118.36
CHUBB EDWARDS,2018-2019,33444.90,33902.87
CHUBB EDWARDS,2019-2020,3289.65,3294.16
CHUBB EDWARDS,2020-2021,14294.29,13993.94
CISION CANADA,2017-2018,20801.04,21358.62
CISION CANADA,2018-2019,22401.12,22686.99
CISION CANADA,2019-2020,24001.20,23952.04
