d_most_recent_category,total,percentage
2_professional_services,64487138.38,0.588064519640404
3_information_technology,31973647.84,0.29157082066790224
10_office_management,6306146.17,0.05750636348709952
9_human_capital,5045391.30,0.046009416587573584
8_security_and_protection,1044750.46,0.009527181588194756
1_facilities_and_construction,627673.61,0.0057238170161588026
5_transportation_and_logistics,118204.28,0.0010779163859490598
6_industrial_products_and_services,24991.08,2.278961018548891e-4
7_travel,17516.67,1.5973622630468468e-4
4_medical,14511.56,1.323322985584556e-4
