d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,465370.14,479655.68
0_other,2018-2019,631450.19,643550.76
0_other,2019-2020,633180.19,628129.33
0_other,2020-2021,631450.19,601343.08
0_other,2021-2022,631450.19,587075.45
0_other,2022-2023,157430.05,142200.95
1_facilities_and_construction,2019-2020,2205.95,2159.32
1_facilities_and_construction,2020-2021,34327.64,32728.18
1_facilities_and_construction,2021-2022,23600.21,21529.74
1_facilities_and_construction,2022-2023,81539.69,72962.05
11_defence,2018-2019,124471.95,126044.38
11_defence,2019-2020,275322.05,273517.48
11_defence,2021-2022,18827.11,17019.41
11_defence,2022-2023,19140.89,17289.29
2_professional_services,2017-2018,7806861.75,8046709.00
2_professional_services,2018-2019,7637076.16,7775825.91
2_professional_services,2019-2020,8750034.06,8668679.10
2_professional_services,2020-2021,7746175.02,7365724.79
2_professional_services,2021-2022,10936844.79,10141550.15
2_professional_services,2022-2023,14311421.80,12772456.95
3_information_technology,2017-2018,865513.55,891917.30
3_information_technology,2018-2019,1182992.74,1204680.06
3_information_technology,2019-2020,1440362.84,1429348.80
3_information_technology,2020-2021,1561142.65,1486564.55
3_information_technology,2021-2022,1169325.82,1086086.81
3_information_technology,2022-2023,3734738.11,3319572.29
4_medical,2019-2020,4312.17,4225.51
4_medical,2020-2021,111677.56,106223.30
4_medical,2021-2022,278808.56,258014.93
4_medical,2022-2023,841857.49,752683.21
8_security_and_protection,2021-2022,103368.51,95645.01
8_security_and_protection,2022-2023,97197.00,87171.40
9_human_capital,2017-2018,209742.30,216192.60
9_human_capital,2018-2019,219515.22,223364.50
9_human_capital,2019-2020,210874.57,209105.00
9_human_capital,2020-2021,266438.34,253708.50
9_human_capital,2021-2022,172916.11,158971.40
9_human_capital,2022-2023,310326.99,276733.44
