d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,2205.9464945878435
1_facilities_and_construction,2020-2021,34327.637835137386
2_professional_services,2017-2018,8191515.297103821
2_professional_services,2018-2019,8115050.943701534
2_professional_services,2019-2020,9352401.655336462
2_professional_services,2020-2021,8142289.898783401
3_information_technology,2017-2018,916830.0042382297
3_information_technology,2018-2019,1506820.1571402648
3_information_technology,2019-2020,1709971.6048404218
3_information_technology,2020-2021,1723467.4809902061
4_medical,2019-2020,4312.16918429003
4_medical,2020-2021,118301.63362450861
9_human_capital,2017-2018,209742.29846136412
9_human_capital,2018-2019,219515.2242429871
9_human_capital,2019-2020,210874.56814745368
9_human_capital,2020-2021,236518.27963654327
