d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1707560.25,1748370.22
1_facilities_and_construction,2018-2019,4559037.03,4629936.80
1_facilities_and_construction,2019-2020,314105.38,308954.22
1_facilities_and_construction,2021-2022,363863.59,337767.23
10_office_management,2017-2018,20314.35,20840.09
10_office_management,2021-2022,20695.93,19002.20
2_professional_services,2017-2018,306712.04,314531.94
2_professional_services,2018-2019,414663.41,421112.04
2_professional_services,2019-2020,427100.28,423462.79
2_professional_services,2020-2021,498174.99,473382.95
2_professional_services,2021-2022,235461.14,218090.20
5_transportation_and_logistics,2017-2018,202383.83,207769.48
5_transportation_and_logistics,2018-2019,332394.25,336632.60
5_transportation_and_logistics,2019-2020,21216.65,21292.09
5_transportation_and_logistics,2020-2021,39952.50,37990.88
5_transportation_and_logistics,2021-2022,98946.78,92828.99
6_industrial_products_and_services,2017-2018,454146.95,465695.46
6_industrial_products_and_services,2018-2019,338570.22,343645.23
6_industrial_products_and_services,2019-2020,368619.78,364713.70
6_industrial_products_and_services,2020-2021,410036.60,389810.12
6_industrial_products_and_services,2021-2022,181525.94,168761.14
8_security_and_protection,2017-2018,28596.76,29337.79
8_security_and_protection,2018-2019,4745.76,4819.56
8_security_and_protection,2019-2020,13829.37,13669.79
8_security_and_protection,2020-2021,43450.97,41355.39
8_security_and_protection,2021-2022,71803.69,66455.69
