d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,31570.00,28538.78
1_facilities_and_construction,2019-2020,12176.20,12072.50
1_facilities_and_construction,2020-2021,12176.20,11604.96
1_facilities_and_construction,2021-2022,12176.20,11303.05
1_facilities_and_construction,2022-2023,17005.71,15107.14
10_office_management,2017-2018,24999.85,25737.14
10_office_management,2022-2023,494219.45,446078.91
11_defence,2022-2023,28000.00,24778.47
2_professional_services,2017-2018,374030.42,385340.94
2_professional_services,2018-2019,489351.54,498321.75
2_professional_services,2019-2020,1000006.08,994756.65
2_professional_services,2020-2021,2408266.49,2293313.63
2_professional_services,2021-2022,2769636.87,2571321.20
2_professional_services,2022-2023,2109754.18,1889267.44
3_information_technology,2019-2020,154337.05,151377.34
3_information_technology,2020-2021,6673.56,6352.32
3_information_technology,2021-2022,6276.71,5835.62
3_information_technology,2022-2023,21276.71,19165.39
4_medical,2020-2021,80000.00,75382.06
6_industrial_products_and_services,2021-2022,78755.17,71193.42
8_security_and_protection,2019-2020,1080328.77,1064439.80
8_security_and_protection,2020-2021,1860000.00,1771316.47
8_security_and_protection,2021-2022,1860000.00,1729289.73
8_security_and_protection,2022-2023,779671.23,703117.64
9_human_capital,2017-2018,161756.69,166520.87
9_human_capital,2018-2019,129594.83,132120.04
9_human_capital,2019-2020,31435.93,31222.12
9_human_capital,2020-2021,61332.80,57984.08
9_human_capital,2021-2022,287296.85,264313.59
9_human_capital,2022-2023,745239.07,664533.78
