d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,12176.200000000003
1_facilities_and_construction,2020-2021,12176.2
10_office_management,2017-2018,39409.47888665998
10_office_management,2018-2019,14409.62888665998
10_office_management,2019-2020,73832.59
2_professional_services,2017-2018,320984.52656823205
2_professional_services,2018-2019,433072.3173014119
2_professional_services,2019-2020,642520.8918065401
2_professional_services,2020-2021,2408663.338409243
3_information_technology,2019-2020,6293.909856262833
3_information_technology,2020-2021,6276.713381245722
4_medical,2020-2021,80000
8_security_and_protection,2019-2020,1080328.7671232875
8_security_and_protection,2020-2021,1860000
9_human_capital,2017-2018,147347.06578873633
9_human_capital,2018-2019,115185.20270441435
9_human_capital,2019-2020,31435.931506849312
9_human_capital,2020-2021,44575
