d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ACTION PERSONNEL OF OTTAWA HULL,2018-2019,87970.50,89018.27
ACTION PERSONNEL OF OTTAWA HULL,2020-2021,84750.00,80380.44
ADVANCED BUSINESS INTERIORS,2017-2018,939728.92,966322.32
ADVANCED BUSINESS INTERIORS,2018-2019,139815.94,143126.00
ADVANCED BUSINESS INTERIORS,2019-2020,54680.41,54235.86
ALGONQUIN COLLEGE,2021-2022,76597.05,70147.13
APPAREL TRIMMINGS,2020-2021,283380.27,272263.45
APPLIED ELECTONICS,2017-2018,238126.57,244688.65
APPLIED ELECTONICS,2018-2019,14876.60,15003.47
APPLIED ELECTONICS,2019-2020,124642.10,121673.03
APPLIED ELECTONICS,2020-2021,107714.40,102866.05
ASOKAN BUSINESS INTERIORS,2017-2018,48971.94,50321.46
ASOKAN BUSINESS INTERIORS,2019-2020,276861.08,273218.84
ASOKAN BUSINESS INTERIORS,2021-2022,72871.49,66259.91
AVI SPL,2017-2018,117752.02,120996.92
AVI SPL,2021-2022,33781.28,30716.33
BANCTEC CANADA,2017-2018,4057.01,4168.81
BANCTEC CANADA,2018-2019,21041.47,21465.64
BANCTEC CANADA,2020-2021,71300.45,68503.38
BANCTEC CANADA,2021-2022,200813.92,190495.87
BAYSHORE HEALTHCARE,2017-2018,10735.00,11041.79
BELL CANADA,2020-2021,362299.98,346514.05
BLOOMBERG FINANCE L P,2017-2018,46570.88,48054.83
BLOOMBERG FINANCE L P,2018-2019,128284.09,130022.04
BLOOMBERG FINANCE L P,2019-2020,221365.21,219837.32
BLOOMBERG FINANCE L P,2020-2021,10898.90,10336.97
BLOOMBERG FINANCE L P,2021-2022,452210.81,423161.26
BRECKENHILL,2017-2018,31640.00,32544.22
CALIAN,2021-2022,81787.89,74686.26
CALYTERA SOFTWARE,2021-2022,11022.61,10464.04
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,13464.15,13876.82
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,2076591.38,2114549.35
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,1994374.57,1984539.79
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,1946386.80,1855613.65
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,1658284.86,1551203.89
CANON,2020-2021,810210.00,772433.53
CANON,2021-2022,281579.05,263036.16
CANSEL SURVEY EQUIPMENT,2018-2019,23565.79,23997.42
CANSEL SURVEY EQUIPMENT,2019-2020,6757.21,6646.26
CANSEL SURVEY EQUIPMENT,2020-2021,6056.99,5763.39
CANSEL SURVEY EQUIPMENT,2021-2022,8048.29,7462.12
CBCI TELECOM,2017-2018,12037.48,12369.20
CDW CANADA,2018-2019,214086.98,218787.28
CDW CANADA,2019-2020,10379.05,10416.80
CDW CANADA,2021-2022,10855.59,10077.98
CISTEL TECHNOLOGY,2020-2021,82485.48,78639.46
CISTEL TECHNOLOGY,2021-2022,34731.54,31580.37
CONEXSYS,2017-2018,157288.70,162109.48
CONEXSYS,2018-2019,305434.30,311017.33
CONEXSYS,2019-2020,314597.56,312072.88
CONOSCENTI TECHNOLOGIES,2018-2019,116784.73,118179.05
CONOSCENTI TECHNOLOGIES,2019-2020,153002.77,152974.58
CONOSCENTI TECHNOLOGIES,2020-2021,354267.38,337881.77
CONOSCENTI TECHNOLOGIES,2021-2022,464135.12,439821.93
CORADIX TECHNOLOGY CONSULTING,2017-2018,710848.28,732034.66
COSSETTE COMMUNICATIONS,2019-2020,30633.17,29912.07
COSSETTE COMMUNICATIONS,2021-2022,26604483.00,24855376.22
D DOYLE INSTALLATIONS,2021-2022,36468.94,34208.25
DELL COMPUTER,2018-2019,45697.20,46268.01
DELL COMPUTER,2020-2021,134201.39,126736.33
DELL COMPUTER,2021-2022,14846.14,14021.15
DELOITTE,2018-2019,24905.20,25471.76
DELOITTE,2019-2020,67389.53,66274.12
DELOITTE,2020-2021,1044126.61,991342.19
DELOITTE,2021-2022,134686.48,123494.44
DMTI SPATIAL,2019-2020,90046.88,89078.40
DONNA CONA,2018-2019,24012.50,24217.28
DONNA CONA,2019-2020,24860.00,24505.07
DONNA CONA,2020-2021,124300.00,118909.79
DONNA CONA,2021-2022,2314752.28,2153887.63
EBSCO CANADA,2017-2018,89690.93,92162.55
EBSCO CANADA,2018-2019,4720.58,4841.05
EBSCO CANADA,2020-2021,81550.97,77748.61
EBSCO CANADA,2021-2022,137037.83,127829.85
ECLIPSYS SOLUTIONS,2017-2018,334641.36,344651.61
ECLIPSYS SOLUTIONS,2018-2019,59362.09,60877.03
ECLIPSYS SOLUTIONS,2019-2020,146317.82,144744.13
ECLIPSYS SOLUTIONS,2020-2021,5824.55,5524.25
ECLIPSYS SOLUTIONS,2021-2022,134277.11,125614.08
ECOLE DE LANGUES LA CITE,2017-2018,20578.83,21201.67
ECOLE DE LANGUES LA CITE,2018-2019,121423.76,122744.58
ECOLE DE LANGUES LA CITE,2019-2020,285714.29,284914.81
ECOLE DE LANGUES LA CITE,2020-2021,280000.00,266306.37
ECOLE DE LANGUES LA CITE,2021-2022,549180.00,513141.45
ELSEVIER,2017-2018,27605.88,28366.62
ELSEVIER,2018-2019,98246.24,100311.26
ELSEVIER,2019-2020,26157.44,25534.35
ELSEVIER,2020-2021,117745.27,112294.17
ELSEVIER,2021-2022,122789.46,114656.54
