d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,356735.66,367042.91
1_facilities_and_construction,2018-2019,1246561.40,1269053.74
1_facilities_and_construction,2019-2020,11300.00,11327.19
1_facilities_and_construction,2020-2021,182361.20,174410.59
10_office_management,2019-2020,113390.53,110689.48
10_office_management,2020-2021,163967.22,156579.04
10_office_management,2021-2022,162764.28,152308.48
11_defence,2017-2018,9682.95,9954.73
11_defence,2018-2019,9951.93,10189.88
3_information_technology,2017-2018,206060.52,212114.74
3_information_technology,2018-2019,142186.54,144363.36
3_information_technology,2019-2020,344590.53,340833.56
3_information_technology,2020-2021,293566.00,279681.82
3_information_technology,2021-2022,358.91,341.97
6_industrial_products_and_services,2017-2018,1448581.58,1491089.80
6_industrial_products_and_services,2018-2019,2567086.62,2613761.21
6_industrial_products_and_services,2019-2020,2157768.47,2143043.81
6_industrial_products_and_services,2020-2021,863866.92,823588.66
6_industrial_products_and_services,2021-2022,713406.69,667578.19
8_security_and_protection,2017-2018,38449.08,39627.38
8_security_and_protection,2018-2019,148414.46,150624.65
8_security_and_protection,2019-2020,72891.03,72306.46
8_security_and_protection,2020-2021,229046.48,218969.47
8_security_and_protection,2021-2022,72658.75,67991.23
