d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,62798.89,64728.01
0_other,2018-2019,72742.40,73867.24
0_other,2019-2020,17743.16,17807.70
0_other,2020-2021,12916.80,12250.83
1_facilities_and_construction,2017-2018,396789.82,408959.47
1_facilities_and_construction,2018-2019,59475.48,60562.63
1_facilities_and_construction,2019-2020,59638.43,59159.82
1_facilities_and_construction,2020-2021,59475.48,56702.40
1_facilities_and_construction,2021-2022,84069.92,78017.84
2_professional_services,2017-2018,3298.19,3399.28
2_professional_services,2018-2019,104129.03,105410.52
2_professional_services,2019-2020,380832.79,376945.93
2_professional_services,2020-2021,474152.65,451971.29
2_professional_services,2021-2022,482777.65,451615.52
3_information_technology,2017-2018,2235600.00,2303225.77
4_medical,2018-2019,2453758.97,2498611.18
4_medical,2019-2020,3053277.10,3026885.54
4_medical,2020-2021,2715397.92,2588791.04
4_medical,2021-2022,1738847.21,1627145.47
5_transportation_and_logistics,2019-2020,3289018.41,3210671.51
6_industrial_products_and_services,2017-2018,24741.20,25496.44
6_industrial_products_and_services,2018-2019,63572.33,64373.64
6_industrial_products_and_services,2021-2022,14930.38,14225.79
