d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,459588.705943265
1_facilities_and_construction,2018-2019,132217.87880920808
1_facilities_and_construction,2019-2020,77381.5853264936
1_facilities_and_construction,2020-2021,72392.27880920809
2_professional_services,2017-2018,3298.1927710843374
2_professional_services,2018-2019,104129.02961420697
2_professional_services,2019-2020,380832.7912115639
2_professional_services,2020-2021,474152.65305807634
3_information_technology,2017-2018,2235600
4_medical,2018-2019,2453758.9710126114
4_medical,2019-2020,3053277.101426835
4_medical,2020-2021,2715397.9175605536
5_transportation_and_logistics,2019-2020,3289018.4099999997
6_industrial_products_and_services,2017-2018,24741.199999999997
6_industrial_products_and_services,2018-2019,63572.33
