d_vendor_name,overall_total
NISHA TECHONOLOGIES,1119189.63
RAYMOND CHABOT GRANT THORNTON,728778.84
TEKSYSTEMS CANADA,693992.45
AVI SPL CANADA,572386.03
INFO TECH RESEARCH GROUP,367252.14
MICROSOFT CANADA,310324.99
ADGA GROUP,282175.39
EXCEL HUMAN RESOURCES,271663.25
QMR,259066.95
PURESPIRIT SOLUTIONS,225805.35
SOFTCHOICE,225636.11
ALTIS HUMAN RESOURCES,199006.46
NEWFOUND RECRUITING,198377.74
SRA STAFFING SOLUTIONS,139995.70
OPENTEXT,138842.29
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,135290.55
TURTLE ISLAND STAFFING,111437.91
INSA,103189.69
"NAVPOINT CONSULTING GROUP",90315.25
WORKDYNAMICS TECHNOLOGIES,89193.65
ASOKAN BUSINESS INTERIORS,85115.98
BLACKBERRY,74427.91
GARTNER,61291.20
MAXSYS STAFFING AND CONSULTING,47541.01
MICHEL BASTARACHE SOCIETE PROFESSIONNELLE,41390.98
DELL COMPUTER,41064.47
TEKNION,40671.17
PRA,40477.50
PRICEWATERHOUSE COOPERS,39091.15
FORD MOTOR COMPANY,32084.85
GOSS GILROY,30069.38
GENESIS INTEGRATION,28382.30
MDOS CONSULTING,24144.75
ADVANCED BUSINESS INTERIORS,22530.50
GROUPE ONSCOPE,18396.00
TOTEM OFFISOURCE,14607.10
PROCOM CONSULTANTS,13797.00
R E GILMORE INVESTMENTS,10002.83
CISION CANADA,6368.27
"NATIONS TRANSLATION GROUP",0.00
UBIQUS CANADA,0.00
