d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADGA GROUP,2017-2018,45734.85,47061.99
ADGA GROUP,2018-2019,78741.60,80180.92
ADGA GROUP,2019-2020,78957.33,78323.69
ADGA GROUP,2020-2021,78741.60,75070.23
ADGA GROUP,2021-2022,39478.67,37477.32
ADVANCED BUSINESS INTERIORS,2020-2021,22530.50,21368.87
ADVANCED BUSINESS INTERIORS,2021-2022,31483.44,29573.40
ALTIS HUMAN RESOURCES,2017-2018,23336.25,24123.89
ALTIS HUMAN RESOURCES,2019-2020,162522.02,159682.35
ALTIS HUMAN RESOURCES,2020-2021,13148.19,12470.29
ALTIS HUMAN RESOURCES,2021-2022,189670.13,177834.22
ASOKAN BUSINESS INTERIORS,2018-2019,23857.31,24060.77
ASOKAN BUSINESS INTERIORS,2019-2020,61258.67,61172.10
AVI SPL,2017-2018,60422.29,62303.66
AVI SPL,2018-2019,314983.52,318075.19
AVI SPL,2019-2020,149851.46,146971.36
AVI SPL,2020-2021,47128.77,44931.22
AVI SPL,2021-2022,213561.92,197719.93
BLACKBERRY,2019-2020,1181.17,1153.03
BLACKBERRY,2020-2021,73246.74,69534.71
BLACKBERRY,2021-2022,42664.26,38912.71
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2017-2018,42827.42,44088.06
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2018-2019,26388.07,26868.83
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2019-2020,27028.89,26811.98
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2020-2021,39046.17,37225.62
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2021-2022,24433.25,22876.39
CISION CANADA,2020-2021,6368.27,6039.93
CISION CANADA,2021-2022,25826.87,24167.78
COMNET NETWORKS AND SECURITY,2021-2022,16525.56,15381.06
CONVERSART CONSULTING,2017-2018,36949.80,38143.90
CONVERSART CONSULTING,2021-2022,21550.77,19682.67
DELL COMPUTER,2020-2021,41064.47,39168.76
ENVIRONICS RESEARCH GROUP,2021-2022,136173.93,126341.36
EXCEL HUMAN RESOURCES,2017-2018,19577.25,20116.74
EXCEL HUMAN RESOURCES,2018-2019,24659.25,24917.18
EXCEL HUMAN RESOURCES,2020-2021,276573.65,264030.17
EXCEL HUMAN RESOURCES,2021-2022,419616.79,392661.04
FORD MOTOR COMPANY,2017-2018,32084.85,32984.02
GARTNER,2017-2018,40804.83,42018.75
GARTNER,2018-2019,20486.37,20993.37
GENESIS INTEGRATION,2017-2018,28382.30,29280.74
GLOBAL UPHOLSTERY,2021-2022,35152.92,33311.04
GOSS GILROY,2019-2020,30069.38,29543.99
GROUPE ONSCOPE,2018-2019,9185.42,9353.32
GROUPE ONSCOPE,2019-2020,9210.58,9136.67
GROUPE ONSCOPE,2020-2021,0.00,0.00
GROUPE ONSCOPE,2021-2022,0.00,0.00
HUMANSCALE CANADA,2021-2022,24999.19,22832.16
INFO TECH RESEARCH GROUP,2017-2018,6354.66,6529.77
INFO TECH RESEARCH GROUP,2018-2019,176371.60,178471.12
INFO TECH RESEARCH GROUP,2019-2020,18312.51,18231.70
INFO TECH RESEARCH GROUP,2020-2021,178277.88,170039.02
INFO TECH RESEARCH GROUP,2021-2022,229773.31,214753.41
INSA,2017-2018,60390.29,62286.98
INSA,2018-2019,15675.03,15944.51
INSA,2019-2020,14863.90,14744.62
INSA,2020-2021,12260.47,11716.87
INSA,2021-2022,20153.50,18868.67
LEAN AGILITY,2017-2018,64165.50,65976.90
LEAN AGILITY,2018-2019,24150.00,24502.84
LEAN AGILITY,2019-2020,16379.35,16096.77
MAXSYS STAFFING AND CONSULTING,2017-2018,36736.24,37774.11
MAXSYS STAFFING AND CONSULTING,2018-2019,10804.78,11080.52
MDOS CONSULTING,2017-2018,24144.75,24810.11
MICHEL BASTARACHE SOCIETE PROFESSIONNELLE,2017-2018,41390.98,42651.46
MICROSOFT CANADA,2017-2018,89818.59,92571.46
MICROSOFT CANADA,2019-2020,110404.02,109518.02
MICROSOFT CANADA,2020-2021,110102.37,104968.79
MICROSOFT CANADA,2021-2022,124961.08,116746.18
NATIONS TRANSLATION GROUP,2020-2021,0.00,0.00
NATIONS TRANSLATION GROUP,2021-2022,0.00,0.00
NAVPOINT CONSULTING GROUP,2020-2021,90315.25,86766.72
NEWFOUND RECRUITING,2018-2019,49145.95,49676.37
NEWFOUND RECRUITING,2019-2020,149231.79,147466.15
NISHA TECHONOLOGIES,2017-2018,239137.34,245971.38
NISHA TECHONOLOGIES,2018-2019,47005.43,48051.13
NISHA TECHONOLOGIES,2019-2020,833046.87,834548.32
NISHA TECHONOLOGIES,2021-2022,64904.32,59157.72
OPEN STORAGE SOLUTIONS,2017-2018,5859.34,6020.81
OPEN STORAGE SOLUTIONS,2018-2019,18655.62,19054.41
OPENTEXT,2017-2018,52056.06,53591.29
OPENTEXT,2018-2019,47361.30,48227.02
OPENTEXT,2020-2021,39424.93,37392.25
PRA,2017-2018,24727.50,25411.89
PRA,2020-2021,15750.00,15033.96
PRICEWATERHOUSE COOPERS,2020-2021,39091.15,37340.57
PROCOM CONSULTANTS,2017-2018,13797.00,14177.21
PURESPIRIT SOLUTIONS,2018-2019,188409.02,190015.82
PURESPIRIT SOLUTIONS,2019-2020,37396.33,37351.21
QMR,2017-2018,8205.88,8457.38
QMR,2018-2019,8205.88,8355.87
QMR,2019-2020,173903.19,172682.76
QMR,2020-2021,31523.68,29860.59
QMR,2021-2022,51402.94,47993.78
QUORUS CONSULTING GROUP,2017-2018,2448.32,2515.79
QUORUS CONSULTING GROUP,2018-2019,11032.55,11234.21
QUORUS CONSULTING GROUP,2019-2020,5531.39,5538.04
R E GILMORE INVESTMENTS,2017-2018,10002.83,10278.48
RAYMOND CHABOT GRANT THORNTON,2017-2018,113873.10,117137.33
RAYMOND CHABOT GRANT THORNTON,2018-2019,149729.51,152466.41
RAYMOND CHABOT GRANT THORNTON,2019-2020,214686.77,212657.81
RAYMOND CHABOT GRANT THORNTON,2020-2021,250489.46,238770.77
RAYMOND CHABOT GRANT THORNTON,2021-2022,165116.97,155590.61
RICOH,2017-2018,31650.14,32568.57
RICOH,2018-2019,37366.74,38118.83
RICOH,2019-2020,28136.30,27910.50
RICOH,2020-2021,28059.42,26751.14
RICOH,2021-2022,28059.42,26256.91
SAMSON ASSOCIES,2017-2018,244067.53,251414.52
SAMSON ASSOCIES,2018-2019,251887.46,256485.66
SAMSON ASSOCIES,2019-2020,234379.54,232045.29
SAMSON ASSOCIES,2020-2021,271446.21,258789.88
SAMSON ASSOCIES,2021-2022,932488.88,870429.11
SOFTCHOICE,2018-2019,116065.70,118127.35
SOFTCHOICE,2019-2020,64631.13,64647.49
SOFTCHOICE,2020-2021,44939.29,42952.64
SOFTCHOICE,2021-2022,45548.66,42269.76
SRA STAFFING SOLUTIONS,2017-2018,73835.85,75957.49
SRA STAFFING SOLUTIONS,2018-2019,66159.85,67748.26
TEKNION,2018-2019,14150.20,14270.88
TEKNION,2019-2020,14989.71,14642.84
TEKNION,2020-2021,11531.26,10936.73
TEKSYSTEMS CANADA,2017-2018,114286.16,117697.64
TEKSYSTEMS CANADA,2018-2019,306884.02,311832.56
TEKSYSTEMS CANADA,2019-2020,232108.01,231608.29
TEKSYSTEMS CANADA,2020-2021,40714.26,38568.26
TOTEM OFFISOURCE,2019-2020,14607.10,14259.15
TOTEM OFFISOURCE,2021-2022,22956.36,21713.07
TURTLE ISLAND STAFFING,2017-2018,43360.52,44621.85
TURTLE ISLAND STAFFING,2018-2019,68077.39,69321.78
UBIQUS CANADA,2020-2021,0.00,0.00
UBIQUS CANADA,2021-2022,0.00,0.00
UNIVERSITY OF OTTAWA,2017-2018,20695.50,21279.47
VERSACOM,2018-2019,11481.77,11691.65
VERSACOM,2019-2020,11513.23,11420.83
VERSACOM,2020-2021,0.00,0.00
VERSACOM,2021-2022,0.00,0.00
WORKDYNAMICS TECHNOLOGIES,2017-2018,89193.65,91807.11
