d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,696757.65,717573.61
1_facilities_and_construction,2018-2019,228808.27,231246.08
1_facilities_and_construction,2019-2020,441075.20,441599.01
1_facilities_and_construction,2020-2021,376833.70,359445.89
1_facilities_and_construction,2021-2022,403600.06,373491.22
10_office_management,2020-2021,29864.54,28556.89
11_defence,2017-2018,2912082.49,3000772.63
11_defence,2018-2019,4177717.73,4256121.96
11_defence,2019-2020,2299376.15,2283493.74
11_defence,2020-2021,2665305.64,2539050.62
11_defence,2021-2022,1110269.02,1041662.48
3_information_technology,2019-2020,24920.03,24620.94
5_transportation_and_logistics,2017-2018,109624.46,112974.97
5_transportation_and_logistics,2018-2019,36261.23,37170.68
5_transportation_and_logistics,2019-2020,226001.80,220805.07
5_transportation_and_logistics,2020-2021,60986.57,57665.85
5_transportation_and_logistics,2021-2022,651689.04,610407.99
6_industrial_products_and_services,2017-2018,1680171.24,1731625.09
6_industrial_products_and_services,2018-2019,2666805.60,2708469.28
6_industrial_products_and_services,2019-2020,1780858.14,1768753.43
6_industrial_products_and_services,2020-2021,2496801.89,2375817.26
6_industrial_products_and_services,2021-2022,3523499.24,3288116.51
8_security_and_protection,2017-2018,170636.30,176069.48
