d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,132168.12,135243.14
1_facilities_and_construction,2018-2019,231459.88,234360.09
1_facilities_and_construction,2019-2020,360986.41,360556.19
1_facilities_and_construction,2020-2021,280114.84,271322.74
1_facilities_and_construction,2021-2022,257841.45,176317.29
10_office_management,2020-2021,17936.10,17775.81
2_professional_services,2017-2018,5476.37,5570.44
2_professional_services,2018-2019,34463.36,34903.16
2_professional_services,2019-2020,34557.78,34486.99
3_information_technology,2019-2020,15572.59,15565.49
3_information_technology,2020-2021,14808.78,14103.65
3_information_technology,2021-2022,6057.24,2961.78
4_medical,2021-2022,31797.99,0.00
5_transportation_and_logistics,2018-2019,22317.50,22649.63
6_industrial_products_and_services,2017-2018,1277374.28,1302599.00
6_industrial_products_and_services,2018-2019,283950.73,286773.78
6_industrial_products_and_services,2019-2020,993547.33,991000.66
6_industrial_products_and_services,2020-2021,1862529.03,1791223.27
6_industrial_products_and_services,2021-2022,686786.82,413342.58
