d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,194285.60219178084
1_facilities_and_construction,2018-2019,20340
1_facilities_and_construction,2019-2020,66373.78178278764
1_facilities_and_construction,2020-2021,49425.316730105325
2_professional_services,2017-2018,1096487.1005778254
2_professional_services,2018-2019,996652.2251431403
2_professional_services,2019-2020,752083.3784325707
2_professional_services,2020-2021,782173.9980203954
4_medical,2017-2018,565260.6472933142
4_medical,2018-2019,1841204.3187972081
4_medical,2019-2020,2300495.9333514445
4_medical,2020-2021,2219026.311216141
6_industrial_products_and_services,2017-2018,12134.39
6_industrial_products_and_services,2019-2020,74263.69730673316
6_industrial_products_and_services,2020-2021,552531.2826932669
