d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,74214.00,65883.00
1_facilities_and_construction,2017-2018,194285.60,200889.44
1_facilities_and_construction,2018-2019,20340.00,20517.93
1_facilities_and_construction,2019-2020,66373.78,66280.04
1_facilities_and_construction,2020-2021,49425.32,48361.01
1_facilities_and_construction,2021-2022,115574.73,53442.11
2_professional_services,2017-2018,1096487.10,1123731.02
2_professional_services,2018-2019,996652.23,1009033.90
2_professional_services,2019-2020,752083.38,750581.94
2_professional_services,2020-2021,782174.00,757931.35
2_professional_services,2021-2022,491744.71,316456.95
4_medical,2017-2018,565260.65,579412.26
4_medical,2018-2019,1841204.32,1862471.48
4_medical,2019-2020,2300495.93,2295376.11
4_medical,2020-2021,2219026.31,2171577.42
4_medical,2021-2022,2077941.70,1625254.47
6_industrial_products_and_services,2017-2018,12134.39,12342.83
6_industrial_products_and_services,2019-2020,74263.70,74079.70
6_industrial_products_and_services,2020-2021,552531.28,536685.18
6_industrial_products_and_services,2021-2022,103243.86,95365.64
