d_vendor_name,overall_total
COSSETTE COMMUNICATIONS,119672929.86
11983890 CANADA CENTRE,65812562.19
SC2 0 STEPPED CARE SOLUTIONS,64597190.30
EXPRESS SCRIPTS CANADA,58189297.45
EXCEL HUMAN RESOURCES,19627629.61
CISTEL TECHNOLOGY,17992764.48
CANADIAN CORPS OF COMMISSIONAIRES,16401948.80
SI SYSTEMS,14634245.15
PROOF EXPERIENCES,11969476.50
TRANSWEST AIR,10079166.08
THE AIM GROUP,8647504.92
WATERS,8605391.67
AGILENT,8260860.63
PRECISIONIT,8115278.34
CHU SAINTE JUSTINE,7957505.57
THERMO FISHER SCIENTIFIC,7697601.01
DYNABOOK CANADA,7688499.66
VERITAAQ TECHNOLOGY HOUSE,7124151.33
IRON MOUNTAIN,6898309.71
INVENTA SALES AND PROMOTIONS,6306197.77
MICROSOFT CANADA,6149100.33
SYSTEMATIX SOLUTIONS,5946764.73
ARIS GLOBAL,5731216.64
WEST WIND AVIATION,5390753.78
THRIVE HEALTH,5305276.04
AB SCIEX,5263360.18
CACHE COMPUTER CONSULTING,5229916.31
IT NET CONSULTANTS,5018483.10
LIFESPEAK,4931050.50
CORADIX TECHNOLOGY CONSULTING,4812809.84
MAPLESOFT CONSULTING,4597779.37
TERAMACH TECHNOLOGIES,4591852.89
SAS INSTITUTE,4510899.79
TECSIS,4022084.52
CDW CANADA,3838883.10
ACT,3662773.87
QMR,3545673.69
BANFIELD SEGUIN,3453147.45
UNIVERSITY OF WATERLOO,3230071.79
SIERRA SYSTEMS GROUP,3161702.65
BLUEDOT,3051000.00
PRICEWATERHOUSE COOPERS,3035416.73
IBM CANADA,3019804.95
PRECISIONERP,2939496.17
INTEGRA NETWORKS,2926283.68
IDS SYSTEMS CONSULTANTS,2880150.00
ADVANCED CHIPPEWA TECHNOLOGIES,2823813.86
CALIAN,2674086.62
RISK SCIENCES INTERNATIONAL,2456469.36
MAKWA RESOURCING,2383209.06
BRUKER,2382823.37
OGILVY MONTREAL,2368480.01
ONX ENTERPRISE SOLUTIONS,2351089.26
XEROX,2298968.02
MANIFEST COMMUNICATIONS,2275183.08
MAXSYS STAFFING AND CONSULTING,2267054.75
TOSHIBA CANADA,2260291.97
RANDSTAD,2025518.06
GARTNER,1938282.46
MIWAYAWIN HEALTH CARE,1899292.88
CANADA POST,1874351.77
FMC PROFESSIONALS,1851345.38
GENERAL MOTORS,1749392.27
THE RIGHT DOOR CONSULTING,1715626.38
NISHA TECHONOLOGIES,1710977.74
TAG HR,1666187.07
TIREE,1654492.32
ARTEMP PERSONNEL SERVICES,1641468.12
INSTRUX MEDIA,1616531.66
TURTLE ISLAND STAFFING,1523959.94
PROLOGIC SYSTEMS,1517485.40
UNIVERSITY OF OTTAWA,1481594.04
DYNAMIC PERSONNEL CONSULTANTS,1481581.19
BELL CANADA,1436786.33
MANPOWER SERVICES CANADA,1436674.30
ISOMASS SCIENTIFIC,1424848.77
AMDOCS,1397261.98
LIONBRIDGE,1342251.76
VWR INTERNATIONAL,1325752.85
ADVANCED BUSINESS INTERIORS,1314630.81
FAST FORWARD FRENCH,1306507.37
BDO CANADA,1274325.84
ALTIS HUMAN RESOURCES,1256082.58
GAMBLE TECHNOLOGIES,1254481.51
IPSOS,1241171.21
SANEXEN SERVICES ENVIRONMENTAUX,1201358.14
QUANTUM MANAGEMENT SERVICES,1189264.11
ENVIRONICS RESEARCH GROUP,1054832.65
CANON,1054609.68
TEKNION,987108.95
MAVERIN,948793.76
UNIVERSITY OF TORONTO,934629.93
RAYMOND CHABOT GRANT THORNTON,879397.28
SERVICE STAR BUILDING CLEANING,877219.00
SOFTCHOICE,870978.35
FAST TRACK STAFFING,861560.61
DELOITTE AND TOUCHE,803745.81
TELECOM COMPUTER SERVICES,790354.18
HYPERTEC,785215.99
DONNA CONA,733459.50
ALS CANADA,730540.78
LIFE TECHNOLOGIES,724288.24
SUBARU CANADA,702349.97
FCA CANADA,699855.04
73719 NEWFOUNDLAND LABRADOR,696828.61
SIMPLEX GRINNELL,693297.02
ECOLE DE LANGUES ABCE,688117.52
"NATIONS TRANSLATION GROUP",683402.33
MEDIA Q,659291.99
ILLUMINA CANADA,658975.89
DELCO AUTOMATION,631351.05
DELL COMPUTER,629885.15
DALHOUSIE UNIVERSITY,589886.36
CONTRACT COMMUNITY,589882.40
PORTAGE PERSONNEL,556198.00
FSC,551685.39
GENESIS INTEGRATION,513208.27
PACWILL ENVIRONMENTAL,509766.69
STONEWORKS TECHNOLOGIES,492017.60
SAP,486453.77
FORD MOTOR COMPANY,482430.77
THE VCAN GROUP,481516.78
CARLETON UNIVERSITY,476306.61
SIEMENS,463756.24
LES TRADUCTIONS TESSIER,442530.00
ECOLE DE LANGUES LA CITE,439439.07
SHARP ELECTRONICS,434730.92
MODIS CANADA,419116.71
R R INTERNATIONAL TRANSLATION,396770.46
SYSTEMSCOPE,371967.75
WESTBURY NATIONAL SHOW SYSTEMS,366450.84
GRAYBRIDGE INTERNATIONAL CONSULTING,362609.69
TOYOTA CANADA,359249.41
MORRISON HERSHFIELD,329976.95
ELSEVIER,316232.39
SOLOTECH,312606.78
3955788 CANADA,309498.15
GLOBAL KNOWLEDGE,305614.49
UNIVERSITY OF ALBERTA,288622.43
GLOBAL UPHOLSTERY,287650.12
RICARDO ROOFING,281120.27
QIAGEN,279842.07
WSP,276494.00
PURESPIRIT SOLUTIONS,263426.84
QUINTET CONSULTING,250714.31
ADGA GROUP,246227.47
KONE,241844.51
TYCO INTEGRATED FIRE SECURITY,241145.14
CLOSEREACH,239334.00
VCI CONTROLS,236627.24
ESRI,235503.18
BLACK MCDONALD,234094.53
ZOLL MEDICAL CANADA,231316.41
AIR LIQUIDE CANADA,227086.78
ICEBERG NETWORKS,214700.00
LEVITT SAFETY,208150.07
CONSTRUCTION BUGERE,206725.05
PLEIAD CANADA,205669.11
GENOME QUEBEC,204201.17
GLAXOSMITHKLINE,199923.48
LOWE MARTIN COMPANY,196459.54
CALTRIO COMPANY,192178.69
OPENTEXT,191110.00
LANGUAGE RESEARCH DEVELOPMENT GROUP,188753.66
NEWFOUND RECRUITING,187424.19
PRINTERS PLUS,178672.43
ORACLE CANADA,170805.02
RADIATION SOLUTIONS,164228.55
CONOSCENTI TECHNOLOGIES,163019.45
NISSAN CANADA,162145.69
CHUBB EDWARDS,160513.07
HAWORTH,151237.12
FELIX TECHNOLOGY,147632.07
GC STRATEGIES,143623.00
EKOS RESEARCH ASSOCIATES,142990.20
UNIVERSITY OF BRITISH COLUMBIA,142844.00
FLYNN CANADA,141216.10
SOFTSIM TECHNOLOGIES,137218.05
UBIQUS CANADA,131080.00
IHS GLOBAL,129273.76
CBCI TELECOM,125945.28
OPTIV CANADA FEDERAL,125065.31
CNW GROUP,122189.16
SEGUIN MORRIS,116955.00
MINDWIRE SYSTEMS,115200.00
CARAHSOFT TECHNOLOGY,109734.13
GILMORE REPRODUCTIONS,108420.40
APPLIED ELECTONICS,107418.95
VISIONTEC,106916.46
BOUTHILLETTE PARIZEAU,103017.61
HYUNDAI AUTO CANADA,102058.21
NITAM SOLUTIONS,97920.09
LANNICK CONTRACT SOLUTIONS,94727.43
3M CANADA COMPANY,92951.11
INSA,90344.01
AVI SPL CANADA,87198.72
CUMMINS CANADA,85893.27
OPROMA,84750.00
CANADIAN STANDARDS ASSOCIATION,82756.12
KWC ARCHITECTS,82490.00
THYSSENKRUPP ELEVATOR,81147.11
VFA CANADA,80484.25
SLR CONSULTING CANADA,79846.94
LANSDOWNE TECHNOLOGIES,78648.00
HITACHI DATA SYSTEMS,77023.12
MITSUBISHI MOTOR SALES,75197.85
PITNEY BOWES,73397.36
PROQUEST,72429.25
IBISKA TELECOM,69534.73
ARCADIS CANADA,67602.25
MORNEAU SHEPELL,67552.67
UNIVERSITY OF SASKATCHEWAN,66146.81
AECOM,63280.00
MERCK FROSST,58105.87
STRATOS,58104.60
PROMAXIS,58098.62
TESTFORCE SYSTEMS,57979.74
ANSYS CANADA,56289.14
3D DATACOMM,55581.28
UNIVERSITE LAVAL,55001.43
UNIVERSITY OF REGINA,52350.00
CHARRON HUMAN RESOURCES,52093.00
STANTEC,51002.56
JUMPING ELEPHANTS,49833.00
4PLAN CONSULTING,49042.00
NOVA NETWORKS,44920.50
CISION CANADA,44555.61
THE STEVENS COMPANY,44084.29
TERLIN CONSTRUCTION,44013.50
ESBE SCIENTIFIC INDUSTRIES,43790.98
PROSCI CANADA,41796.44
ITEX,41206.44
DAVTAIR INDUSTRIES,40680.00
GOSS GILROY,40000.00
ELLISDON,39956.89
INTERNATIONAL SAFETY RESEARCH,37290.00
D MARK BIOSCIENCES,36860.60
4 OFFICE AUTOMATION,32704.87
LEXISNEXIS CANADA,32279.81
VMWARE,31052.50
TOTEM OFFISOURCE,28400.11
NUIX NORTH AMERICA,27806.29
INLAND AUDIO VISUAL,27331.71
SHI CANADA,27270.60
UNIVERSITY OF CALGARY,26039.15
PHASELOCK SYSTEMS INTERNATIONAL,25067.92
JP2G CONSULTANTS,24916.50
DST CONSULTING ENGINEERS,24860.00
JOHN WILEY SONS,24723.17
COLLIERS PROJECT LEADERS,23404.93
CANADIAN PAEDIATRIC SOCIETY,20900.00
OTIS ELEVATOR,20677.30
EBSCO CANADA,19187.64
PALADIN GROUP,19167.75
GETINGE CANADA,18530.64
ENTRUST,18306.00
MAXXAM ANALYTICS,17565.85
A HUNDRED ANSWERS,17520.15
FEDERAL EXPRESS CANADA,16950.00
PRA,16372.44
GENERAL ELECTRIC CANADA,15551.13
GOLDER ASSOCIATES,14974.77
AMTEK ENGINEERING,14762.66
TELUS CANADA,14084.77
RAPISCAN SYSTEMS,13542.01
UNIVERSITY OF GUELPH,13079.75
JUMEC CONSTRUCTION,12466.16
SENSUS COMMUNICATION SOLUTIONS,12403.48
PROCOM CONSULTANTS,11992.68
IFATHOM,11718.38
ST JOSEPH PRINT GROUP,11044.62
ATS SERVICES,10153.19
BIOMERIEUX CANADA,9244.66
I4C INFORMATION TECHNOLOGY,7204.82
THALES,6210.82
COMPUCOM CANADA,5949.06
HEWLETT PACKARD,5793.33
EQUASION BUSINESS TECHNOLOGIES,4269.46
