d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,453932.4137460868
1_facilities_and_construction,2018-2019,659012.1156697564
1_facilities_and_construction,2019-2020,596051.7512513299
1_facilities_and_construction,2020-2021,857648.264884595
2_professional_services,2018-2019,149449.63
2_professional_services,2020-2021,486.1829333333333
3_information_technology,2018-2019,45355.380000000005
3_information_technology,2019-2020,48153.99
3_information_technology,2020-2021,101778.58
4_medical,2017-2018,1469770.4210106384
4_medical,2018-2019,1789028.7689893618
4_medical,2019-2020,1987937.69
4_medical,2020-2021,1185167.39
5_transportation_and_logistics,2017-2018,21630.62
6_industrial_products_and_services,2017-2018,1085289.4734374736
6_industrial_products_and_services,2018-2019,3788362.6655625263
6_industrial_products_and_services,2019-2020,3130810.7931333333
6_industrial_products_and_services,2020-2021,1374910.4507914842
9_human_capital,2017-2018,95333.02369863013
9_human_capital,2018-2019,62250.54520547945
9_human_capital,2019-2020,48246.240000000005
NA,2017-2018,189655.090729927
NA,2018-2019,186945.32927007298
NA,2019-2020,121296.27999999998
