d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1162853.25,1192113.52
1_facilities_and_construction,2018-2019,1448868.79,1470540.66
1_facilities_and_construction,2019-2020,933170.19,923873.47
1_facilities_and_construction,2020-2021,926521.98,880832.37
1_facilities_and_construction,2021-2022,1817857.27,1671022.99
2_professional_services,2017-2018,0.00,0.00
2_professional_services,2018-2019,15255.00,15457.19
2_professional_services,2019-2020,0.00,0.00
2_professional_services,2020-2021,0.00,0.00
3_information_technology,2019-2020,41116.96,40502.33
3_information_technology,2020-2021,28337.36,26934.25
