d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,27503.101083032492
1_facilities_and_construction,2018-2019,480663.98198922677
1_facilities_and_construction,2019-2020,491631.23845372105
1_facilities_and_construction,2020-2021,838561.4609281524
10_office_management,2017-2018,242565.79999999996
2_professional_services,2017-2018,1220435.2038330697
2_professional_services,2018-2019,1252031.4808122027
2_professional_services,2019-2020,2315257.5073892693
2_professional_services,2020-2021,3221935.300544011
3_information_technology,2017-2018,64445.3125
3_information_technology,2019-2020,33403.62
3_information_technology,2020-2021,40000
4_medical,2017-2018,428372.29350263113
4_medical,2018-2019,427645.20748407644
4_medical,2019-2020,21253.034199726404
4_medical,2020-2021,21194.9658002736
6_industrial_products_and_services,2017-2018,24921.6
9_human_capital,2017-2018,126355.49095929945
9_human_capital,2018-2019,408663.2428259933
9_human_capital,2019-2020,1132080.829384181
9_human_capital,2020-2021,1258431.1830651676
NA,2017-2018,101700.58322580646
NA,2018-2019,98760.64400000001
NA,2019-2020,188140.956
