d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2019-2020,127037.66,124274.37
2_professional_services,2020-2021,463687.46,441579.16
2_professional_services,2021-2022,463687.46,431102.13
2_professional_services,2022-2023,463687.46,414909.48
4_medical,2017-2018,56703.75,58456.52
4_medical,2018-2019,56703.75,57790.37
4_medical,2019-2020,56859.10,56405.54
4_medical,2020-2021,56703.75,54000.15
4_medical,2021-2022,306178.60,284480.15
4_medical,2022-2023,356226.74,318713.54
