d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
2220742 ONTARIO,2017-2018,2845668.12,2926922.28
2220742 ONTARIO,2018-2019,1142034.80,1160825.65
3D DATACOMM,2017-2018,219603.66,225888.53
3D DATACOMM,2018-2019,157830.51,159533.27
3D DATACOMM,2019-2020,2032075.89,2017912.56
3D DATACOMM,2020-2021,772069.93,741317.81
3D DATACOMM,2021-2022,564245.21,517611.99
49 SOLUTIONS,2018-2019,24450.38,24787.25
49 SOLUTIONS,2020-2021,103475.83,98992.73
49 SOLUTIONS,2021-2022,36926.67,35184.04
851791 NWT,2017-2018,102621.23,105560.69
9089 5657 QUEBEC,2019-2020,2348167.62,2301100.93
ABB,2017-2018,36731200.46,37930101.33
ABB,2018-2019,5713352.87,5817721.60
ABB,2019-2020,5780609.33,5733929.06
ABB,2020-2021,6625803.26,6317153.06
ABB,2021-2022,6556173.53,6130249.22
ABCO INDUSTRIES,2021-2022,6157116.59,5667767.76
ACART COMMUNICATIONS,2017-2018,10819.75,11117.91
ACCESS 2 NETWORKS,2018-2019,145431.00,146671.27
ACKLANDS GRAINGER,2017-2018,33817.25,34814.22
ACKLANDS GRAINGER,2018-2019,399195.18,404118.55
ACKLANDS GRAINGER,2019-2020,85029.09,83869.14
ACKLANDS GRAINGER,2020-2021,213678.99,203436.07
ACKLANDS GRAINGER,2021-2022,362082.02,334534.78
ACOSYS CONSULTING SERVICES,2020-2021,39094.37,37078.73
ACOSYS CONSULTING SERVICES,2021-2022,73098.10,69190.57
ACTION PERSONNEL OF OTTAWA HULL,2017-2018,85753.16,88325.36
ACTION PERSONNEL OF OTTAWA HULL,2019-2020,14497.51,14152.17
ACTION PERSONNEL OF OTTAWA HULL,2020-2021,64093.99,60748.00
ADAPT PHARMA CANADA,2017-2018,22770.00,23561.26
ADAPT PHARMA CANADA,2018-2019,14766.00,14891.93
ADAPT PHARMA CANADA,2019-2020,69798.75,69616.64
ADAPT PHARMA CANADA,2020-2021,12696.00,12197.94
ADOBE,2019-2020,68982.07,68099.34
ADOBE,2020-2021,39408.75,37876.28
ADRM TECHNOLOGY CONSULTING,2019-2020,66334.83,64920.68
ADRM TECHNOLOGY CONSULTING,2020-2021,24576.50,23430.61
ADRM TECHNOLOGY CONSULTING,2021-2022,151702.50,137938.63
ADVANCED BUSINESS INTERIORS,2018-2019,136318.03,137652.00
ADVANCED BUSINESS INTERIORS,2019-2020,19901.00,19641.61
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,85515.28,88010.02
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,72279.59,73450.99
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,110927.72,108763.20
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,149829.03,142679.78
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,194384.73,177613.94
AECOM,2017-2018,303633.63,312492.17
AECOM,2018-2019,449467.21,456337.37
AECOM,2019-2020,365588.59,362467.79
AECOM,2020-2021,593446.56,567069.25
AECOM,2021-2022,1054809.96,975830.22
AERO FEU,2020-2021,12270.83,11637.86
AFC INDUSTRIES,2017-2018,30392.21,31229.73
AFC INDUSTRIES,2018-2019,22120.67,22309.32
AFC INDUSTRIES,2019-2020,18960.58,19029.54
AFN ENGINEERING,2017-2018,2142525.87,2209071.91
AFN ENGINEERING,2018-2019,2214117.13,2252413.11
AFN ENGINEERING,2019-2020,1664909.39,1648157.39
