d_vendor_name,overall_total
VANCOUVER SHIPYARDS,910255721.8032914
CHANTIER DAVIE CANADA,858206460.9003146
"NAVTECH",541658122.6068984
NEWDOCK ST JOHN S DOCKYARD,114989975.76598425
IRVING OIL,100031729.78999999
HIKE METAL PRODUCTS,81123379.09980428
WARTSILA,79121133.36311279
IRVING SHIPBUILDING,75625432.55
ATLANTIC TOWING,72143770.46148936
ABB,54840436.70423892
HEDDLE MARINE SERVICES,51269196.16554925
BELL TEXTRON,50590646.51645178
PARKLAND REFINING,41948325.14
VERREAULT NAVIGATION,41190114.769999996
CONSTRUCTION LFG,40240054.820877455
JOSEPH ELIE,34060229.06
ALLIED SHIPBUILDERS,32931593.323099304
IBM CANADA,31495694.369999997
BRONTE CONSTRUCTION PORT DALHOUSIE REHABILITATION TRUST ACCOUNT,29222553.39
CHANTIER NAVAL FORILLON,28009975.667556617
CANADIAN CORPS OF COMMISSIONAIRES,27530897.84730221
PAL AEROSPACE,26011953.020505905
GARLOCK OF CANADA OPERATING AS FAIRBANKS MORSE ENGINE,25494954.327007096
WOODWARD S OIL,24653018.92
WAJAX,22613802.77983838
CAE,21883763.604185317
REPARATIONS NAVALES ET INDUSTRIELLES OCEAN,20932763.06167528
BEAVER AIR CHARTER CONSULTANTS,20542454.28
CANADIAN MARITIME ENGINEERING,20367663.515967663
IIC TECHNOLOGIES,18266796.654016633
FORD MOTOR COMPANY,17613498.48987119
STERLING FUELS,17523483.859910715
LES ENTREPRISES P E C,17277155.02
ARDENT GLOBAL,15924435.879999999
RJG CONSTRUCTION,15920923.188933333
VANCOUVER DRYDOCK COMPANY,15375975.716412717
PALFINGER MARINE,15129762.373904727
MOTOROLA SOLUTIONS CANADA,15097478.88
KONGSBERG,14264511.624865735
CANAM PONTS CANADA,14003627.12
FELIX TECHNOLOGY,13578672.007080292
GROUPE ENERGIE BDL,12897104.05
BROADNET TELECOM,12729984.694228973
TOROMONT,12716560.113881193
KANTER MARINE,12681025.280399563
NORTH ATLANTIC PETROLEUM,12255554.91
MADSEN DIESEL TURBINE,12196724.910478307
GRIFFIN ENGINEERED SYSTEMS,12117824.440000001
DSS MARINE,11781993.052818792
GESTION AJ,11606984.88
HEAVY METAL MARINE,11564843.709999999
DF BARNES SERVICES,11359531.49
PACIFIC INDUSTRIAL MARINE,10950217.450000001
KMS INDUSTRIES,10907260.87
KEYSTONE SUPPLIES INTERNATIONAL,10714250.85190184
ZODIAC HURRICANE TECHNOLOGIES,10389946.559999999
IMTECH MARINE CANADA,10216896.24006653
VANCOUVER PILE DRIVING,10135605.950000001
GO DEEP INTERNATIONAL,10014246.9231721
INNOVASEA MARINE SYSTEMS CANADA,9715977.928814393
FLOYD S CONSTRUCTION,9514610.236853147
ESRI,9077526.266010154
ORACLE CANADA,9045411.450000001
KINETIC CONSTRUCTION,8597198.31080292
SEAWATCH,8526235.744467786
B R ENTERPRISES,8408680.07
CULLEN DIESEL POWER,8368877.364932655
SUNCOR ENERGY,8230391.1
EBC,8177780.350000001
NORTHWEST MARINE TECHNOLOGY,7702291.0600000005
NISHA TECHONOLOGIES,7692283.9
TELESAT,7640490.609999999
BROADWATER INDUSTRIES,7624545.6
CANADYNE TECHNOLOGIES,7588986.12
JASTRAM ENGINEERING,7567728.130000001
FUGRO GEOSURVEYS,7514971.09
AFN ENGINEERING,7425982.549970846
MCGREGOR GEOSCIENCE,7425204.64
SAP,7121022.250000001
DONNA CONA,7076592.7714845715
WHOOSHH INNOVATIONS,6944242.540000001
ALTIS HUMAN RESOURCES,6904896.241704697
GENERAL MOTORS,6833480.101467589
EXCEL HUMAN RESOURCES,6671438.150230548
CDW CANADA,6668105.81
SIEMENS,6458696.579343696
FREQUENTIS CANADA,6421909.822162694
INTERCON MARINE,6335829.94
UNISYNC GROUP,6271157.63
REFORMAR,6184048.8950000005
DASCO EQUIPMENT,6175657.92
AQUA GUARD SPILL RESPONSE,6090260.62
THALES,6052056.3775323555
SANI SABLE LB,6012911.617735849
P K WELDING FABRICATORS,5960311.665952213
DRAGAGE IM,5943028.1956174355
MICROSOFT CANADA,5779288.118610996
HERRING CONSERVATION AND RESEARCH SOCIETY,5741016.965753425
INDUSTRIES OCEAN,5729750.26977021
LUMINA IT,5693441.4014535565
"NAVAMAR",5562699.35
YAMAHA MOTORS CANADA,5519218.722413793
BELL CANADA,5468384.0200000005
COADY CONSTRUCTION EXCAVATING,5456986.390000001
LES CONSTRUCTIONS BINET,5399020.9175777575
FISH FOOD AND ALLIED WORKERS,5387214.8175675655
ROSBOROUGH BOATS,5384352.247777778
J O THOMAS ASSOCIATES,5344083.068197541
SI SYSTEMS,5305427.316062316
BC HYDRO,5256463.67
HAWBOLDT INDUSTRIES,5227415.854775828
EAST ELGIN CONCRETE FORMING,5222797.16
GRANITE MANAGEMENT,5194273.507333334
CANADIAN FISHING COMPANY,4889382.96
FROSTI FISHING,4853310
WEST COAST TUG BARGE,4844531.98
WSP,4800270.630845952
HERCULES SLR,4761760.190581395
AMERICAN BUREAU OF SHIPPING,4729663.937962139
