d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,15735.63,16222.03
1_facilities_and_construction,2018-2019,16578.35,16873.25
1_facilities_and_construction,2019-2020,17198.40,17044.22
1_facilities_and_construction,2020-2021,3146.04,2971.84
1_facilities_and_construction,2021-2022,27143.22,24842.56
1_facilities_and_construction,2022-2023,32181.78,28985.69
4_medical,2018-2019,20123.36,20462.26
4_medical,2019-2020,130082.40,127432.12
4_medical,2020-2021,5353288.89,5116143.49
4_medical,2021-2022,39180811.13,36147503.15
4_medical,2022-2023,549893.46,495685.76
6_industrial_products_and_services,2017-2018,236180.68,242983.15
6_industrial_products_and_services,2018-2019,125042.50,127361.16
6_industrial_products_and_services,2019-2020,247917.45,243438.49
6_industrial_products_and_services,2020-2021,458760.51,436838.69
6_industrial_products_and_services,2021-2022,177569.30,167775.55
6_industrial_products_and_services,2022-2023,27715.66,24544.26
