d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,154555.61535137883
1_facilities_and_construction,2019-2020,82448.18464862117
2_professional_services,2017-2018,1154955.015022305
2_professional_services,2018-2019,1277090.7764545332
2_professional_services,2019-2020,1209484.0015833112
2_professional_services,2020-2021,158456.3404804805
4_medical,2017-2018,10354
4_medical,2018-2019,43513.46
4_medical,2019-2020,30697.87
9_human_capital,2018-2019,55370
9_human_capital,2019-2020,49886.5
9_human_capital,2020-2021,68307.76509977826
