d_vendor_name,overall_total
DECISIVE TECHNOLOGIES,446977.94
WORKDYNAMICS TECHNOLOGIES,321255.51
PURELOGIC,237904.22
NISHA TECHONOLOGIES,232120.00
TELECOM COMPUTER SERVICES,214667.50
CDW CANADA,173635.80
ARTEMP PERSONNEL SERVICES,162231.84
QUINTET CONSULTING,158619.76
LUMINA IT,153725.20
CANADIAN CORPS OF COMMISSIONAIRES,141763.16
EBSCO CANADA,133993.40
EXCEL HUMAN RESOURCES,132494.69
IDS SYSTEMS CONSULTANTS,82392.06
ECOLE DE LANGUES LA CITE,72443.90
INTERNATIONAL REPORTING,49997.98
UNIVERSITY OF OTTAWA,49672.29
ACCESS 2 NETWORKS,44974.00
CISTEL TECHNOLOGY,43921.00
PRAGMATIC CONFERENCING,42839.82
ITEX,27905.25
CSDC SYSTEMS,21910.70
VMWARE,21198.27
BLACKBERRY,17900.69
IBM CANADA,13651.31
