d_vendor_name,overall_total
WORKDYNAMICS TECHNOLOGIES,988005.7321917808
ALTRUISTIC INFORMATICS CONSULTING,502026.5
DECISIVE TECHNOLOGIES,446977.94
FASKEN MARTINEAU DUMOULIN,401970
PURELOGIC,237904.22
NISHA TECHONOLOGIES,232120
TELECOM COMPUTER SERVICES,214667.5
IDS SYSTEMS,210995
JANIQUE SIMARD OUELLETTE,189735.6
RGN MANAGEMENT,188697.6
CDW CANADA,173635.8
ARTEMP PERSONNEL SERVICES,162231.84
QUINTET CONSULTING,158619.75999999995
LUMINA IT,153725.19999999998
CANADIAN CORPS OF COMMISSIONAIRES,141763.15533125892
EBSCO CANADA,133993.4
H K COMMUNICATIONS,113000
EXCEL HUMAN RESOURCES,112178.42
JOHN DICKSON PROFESSIONAL,101704.3389526371
THOMSON CANADA,99729.01315068493
ANNE MARIE KOKINSKI CORNEAU,97462.5
OTTAWA BUSINESS INTERIORS,87701.73000000001
ACCESSPOINT INFORMATION SERVICES,83606
IDS SYSTEMS CONSULTANTS,82392.06
RICHARD W GROUNDS,73290.96346704871
ECOLE DE LANGUES LA CITE,72443.90000000001
RICHARD GROUNDS,72083.39120370371
GOLDBLATT PARTNERS,60233.00272479564
COPEM CONSULTING,53228.1
INTERNATIONAL REPORTING,49997.98
KIEDROWSKI AND ASSOCIATES,49983.299999999996
UNIVERSITY OF OTTAWA,49672.29
SIMON WALL,49600
LESLIE REYNOLDS,49161.200000000004
REBECCA MCKAY,49161.200000000004
MOUDAN BAHDON,49161.2
WESLEY WARK,48816
QSR INTERNATIONAL,47767.67
ACCESS 2 NETWORKS,44974
CISTEL TECHNOLOGY,43921
TAYSHAM SHAW,43921
CHARITY KAVUMA,43920.99999999999
GORDON LEFEBVRE,43437.5
PRAGMATIC CONFERENCING,42839.82
JD CONSULTING,39776
HARLEY HOUSE CONSULTANTS,39324
CANADA COUNCIL FOR THE ARTS,38758.8297260274
SYNERGY DATA CENTRES,33218.939999999995
WORDSMITH ASSOCIATES COMMUNICATIONS CONSULTANTS,30612.309999999998
TWIN BIRCH CONSULTING,29696.875
ITEX,27905.25
PRAGMATIC CONFERENCE SOLUTIONS,25608.580000000005
CEDAR AND SAGE LAW,25000
BOBBI GRANT HUMAN RESOURCES MANAGEMENT CONSULTING,24860
JANIQUE SIMARD OUELETTE,24789.38
JENNIFER NEIL,24366.2
MICHAEL WU,24315.2
KELLY SEARS CONSULTING GROUP,24238.500000000004
FACE VALUE COMMUNICATIONS,24118.720000000005
THORNLEY FALLIS,23730
ROSETTA STONE,23641.58
QSR INTERNATIONAL AMERICAS,23132.239506849317
THE INTERVIEW GROUP,22945
CSDC SYSTEMS,21910.699999999997
VMWARE,21198.27
ALTIS HUMAN RESOURCES,20316.27
GLENCASTLE SECURITY,19662
BLACKBERRY,17900.68602739726
PRAGMATIC,17245.162191780826
IBM CANADA,13651.31462915601
VEEAM SOFTWARE,11566.41
INTEGRATIVE MEDIATION SERVICES,10825
ACCURATE DESIGN COMMUNICATION,5731.87868852459
PRAGMATIC CONFERENCING SOLUTIONS,713.2931506849316
