d_vendor_name,d_fiscal_year,total
ADGA GROUP,2017-2018,28974413.701561846
ADGA GROUP,2018-2019,10974105.232924711
ADGA GROUP,2019-2020,10579997.993551975
ADGA GROUP,2020-2021,10202428.242381237
AIRBUS,2017-2018,242164179.1013926
AIRBUS,2018-2019,242933927.94946155
AIRBUS,2019-2020,252771646.46463236
AIRBUS,2020-2021,247026915.59401366
ALTIS HUMAN RESOURCES,2017-2018,15374180.417795254
ALTIS HUMAN RESOURCES,2018-2019,13007836.021581054
ALTIS HUMAN RESOURCES,2019-2020,12528475.98699264
ALTIS HUMAN RESOURCES,2020-2021,7015443.892549902
ATCO,2017-2018,17228512.52012732
ATCO,2018-2019,29126177.805092327
ATCO,2019-2020,15260204.811169103
ATCO,2020-2021,15240389.486568293
BABCOCK INTERNATIONAL GROUP,2017-2018,178272514.17464477
BABCOCK INTERNATIONAL GROUP,2018-2019,90058478.81858246
BABCOCK INTERNATIONAL GROUP,2019-2020,62801476.044052996
BABCOCK INTERNATIONAL GROUP,2020-2021,62642576.365951456
BELL TEXTRON,2017-2018,69476871.657754
BELL TEXTRON,2018-2019,69481298.65665811
BELL TEXTRON,2019-2020,69732553.08243279
BLACK MCDONALD,2017-2018,11268578.799744565
BLACK MCDONALD,2018-2019,13580638.141101986
BLACK MCDONALD,2019-2020,4396893.267369732
BLACK MCDONALD,2020-2021,4312680.043951356
BMT FLEET TECHNOLOGY,2017-2018,6505636.96285113
BMT FLEET TECHNOLOGY,2018-2019,2009283.8245624686
BMT FLEET TECHNOLOGY,2019-2020,16268578.511876313
BMT FLEET TECHNOLOGY,2020-2021,16481315.297052069
BOMBARDIER,2017-2018,5303901.081218139
BOMBARDIER,2018-2019,7230078.810237126
BOMBARDIER,2019-2020,4599293.011144421
BOMBARDIER,2020-2021,14019191.50959301
BROOKFIELD ASSET MANAGEMENT,2017-2018,16014195.609436436
BROOKFIELD ASSET MANAGEMENT,2018-2019,16014195.609436436
BROOKFIELD ASSET MANAGEMENT,2019-2020,16058070.117955439
BROOKFIELD ASSET MANAGEMENT,2020-2021,16014195.609436436
CAE,2017-2018,110801811.40002443
CAE,2018-2019,106631714.61712182
CAE,2019-2020,96835445.89595075
CAE,2020-2021,95759742.04791866
CALIAN,2017-2018,149566055.94399154
CALIAN,2018-2019,256190216.37005126
CALIAN,2019-2020,263388806.68512535
CALIAN,2020-2021,247326854.00930518
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,23217376.709954023
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,26725663.422556166
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,34972065.43574052
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,25819206.510921888
CASCADE AEROSPACE,2017-2018,78217959.22118627
CASCADE AEROSPACE,2018-2019,58986812.35453702
CASCADE AEROSPACE,2019-2020,58906523.28835583
CASCADE AEROSPACE,2020-2021,58745576.503414966
CEGERCO,2017-2018,14129061.688687036
CEGERCO,2018-2019,14129061.688687036
CEGERCO,2019-2020,14167771.446738232
CEGERCO,2020-2021,193548.7902559868
CHANTIER DAVIE CANADA,2019-2020,82125000
CHANTIER DAVIE CANADA,2020-2021,114849137.93103448
COLT CANADA,2017-2018,27429738.543197036
COLT CANADA,2018-2019,23708957.710184757
COLT CANADA,2019-2020,17992394.927046996
COLT CANADA,2020-2021,42530042.371834695
CORADIX TECHNOLOGY CONSULTING,2017-2018,9602956.073652493
CORADIX TECHNOLOGY CONSULTING,2018-2019,9420806.958170054
CORADIX TECHNOLOGY CONSULTING,2019-2020,10625141.7790388
CORADIX TECHNOLOGY CONSULTING,2020-2021,9476146.928349756
CORPORATION DU FORT ST JEAN,2017-2018,18086870.19734154
CORPORATION DU FORT ST JEAN,2018-2019,18086870.19734154
CORPORATION DU FORT ST JEAN,2019-2020,18158843.39637535
CORPORATION DU FORT ST JEAN,2020-2021,18086870.19734154
CUBIC DEFENSE APPLICATIONS,2017-2018,63304394.47404209
CUBIC DEFENSE APPLICATIONS,2018-2019,60254796.995992385
CUBIC DEFENSE APPLICATIONS,2019-2020,60410454.93929015
CUBIC DEFENSE APPLICATIONS,2020-2021,60178360.38060778
DADS,2017-2018,67609145.69
DECAREL,2017-2018,15417528.75
DECAREL,2018-2019,17530834.871495325
DECAREL,2019-2020,8165046.378504672
DECISIVE TECHNOLOGIES,2017-2018,13256978.358167587
DECISIVE TECHNOLOGIES,2018-2019,25159597.504597984
DECISIVE TECHNOLOGIES,2019-2020,5726478.338058097
DECISIVE TECHNOLOGIES,2020-2021,10249749.868207775
DEW ENGINEERING,2017-2018,18287788.4744867
