d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
10647802 CANADA,2018-2019,142674.84,144422.60
10647802 CANADA,2019-2020,31746.95,31794.56
10647802 CANADA,2020-2021,10868.01,10361.29
10647802 CANADA,2021-2022,72877.09,68120.66
1376387 FLEETWAY,2021-2022,2368905.24,2197127.08
14343878 ONTARIO,2018-2019,1646532.97,1667171.59
14343878 ONTARIO,2019-2020,3311159.70,3284587.31
14343878 ONTARIO,2020-2021,3302112.82,3148150.04
14343878 ONTARIO,2021-2022,1655579.85,1571651.35
2553164 ONTARIO,2020-2021,3390000.00,3239716.49
2KEYS,2017-2018,1087802.89,1122060.71
2KEYS,2018-2019,381956.22,389224.83
2KEYS,2019-2020,1391309.54,1369277.73
2KEYS,2020-2021,2706515.73,2580326.94
2KEYS,2021-2022,2415248.23,2260095.20
3388646 CANADA COMMERCIAL BUILDING CLEANERS,2021-2022,2455585.35,2283938.22
3D DATACOMM,2017-2018,130447.18,134331.43
3D DATACOMM,2018-2019,105176.62,106663.50
3D DATACOMM,2019-2020,10538.61,10287.57
3D DATACOMM,2021-2022,30847.76,28834.44
3M CANADA COMPANY,2017-2018,24636.16,25319.78
4 OFFICE AUTOMATION,2017-2018,224127.57,230966.76
4 OFFICE AUTOMATION,2018-2019,307964.37,312926.02
4 OFFICE AUTOMATION,2019-2020,438540.74,435250.47
4 OFFICE AUTOMATION,2020-2021,405632.17,386710.48
4 OFFICE AUTOMATION,2021-2022,395410.91,370010.12
5029406 MANITOBA,2017-2018,1765474.22,1816472.18
5029406 MANITOBA,2018-2019,793984.18,813829.98
5029406 MANITOBA,2019-2020,949900.00,943832.12
5029406 MANITOBA,2020-2021,727500.00,693426.10
5029406 MANITOBA,2021-2022,450000.00,428763.81
6771581 CANADA,2020-2021,955255.72,916937.14
6771581 CANADA,2021-2022,1154360.59,1092345.09
73719 NEWFOUNDLAND LABRADOR,2017-2018,990082.00,1018975.17
73719 NEWFOUNDLAND LABRADOR,2018-2019,408730.59,414867.94
73719 NEWFOUNDLAND LABRADOR,2019-2020,553715.31,551198.44
73719 NEWFOUNDLAND LABRADOR,2020-2021,119762.22,114443.45
828778852PG0001 4527984CANADA,2020-2021,583481.92,553398.64
828778852PG0001 4527984CANADA,2021-2022,3549515.04,3321497.89
9205187 CANADA,2017-2018,17260.75,17754.04
A J HANNA CONSTRUCTION,2017-2018,2428689.31,2502015.21
A J HANNA CONSTRUCTION,2018-2019,2289388.13,2330462.80
A J HANNA CONSTRUCTION,2019-2020,2555693.50,2532468.99
A J HANNA CONSTRUCTION,2020-2021,2948860.72,2818579.44
A J HANNA CONSTRUCTION,2021-2022,633071.91,602279.07
A SANTIN MASON CONTRACTOR,2017-2018,284760.00,293345.35
A SANTIN MASON CONTRACTOR,2018-2019,751701.56,762271.34
A SANTIN MASON CONTRACTOR,2019-2020,2509449.96,2485676.64
A SANTIN MASON CONTRACTOR,2020-2021,2975724.13,2837432.59
A TECH ROOFING,2017-2018,339786.26,349196.50
A TECH ROOFING,2018-2019,118113.74,121086.60
A TECH ROOFING,2020-2021,3309297.50,3169289.09
A TECH ROOFING,2021-2022,1769850.00,1671576.62
AA STURGEON CONSTRUCTION,2017-2018,147875.00,152316.53
AA STURGEON CONSTRUCTION,2019-2020,161837.18,157982.09
