d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ACME FUTURE SECURITY CONTROLS,2017-2018,29351.75,30138.54
ACME FUTURE SECURITY CONTROLS,2018-2019,32883.14,33339.87
ACME FUTURE SECURITY CONTROLS,2019-2020,11300.00,11294.84
ADGA GROUP,2021-2022,941.67,0.00
ADVANCED BUSINESS INTERIORS,2017-2018,22600.00,23187.68
ADVANCED BUSINESS INTERIORS,2018-2019,76789.16,77532.28
ADVANCED BUSINESS INTERIORS,2019-2020,21045.12,21073.98
ADVANCED BUSINESS INTERIORS,2020-2021,49057.68,46369.88
ADVANCED BUSINESS INTERIORS,2021-2022,38335.70,34311.08
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,33262.24,27525.66
ALTIS HUMAN RESOURCES,2017-2018,0.00,0.00
ALTIS HUMAN RESOURCES,2018-2019,0.00,0.00
ALTIS HUMAN RESOURCES,2019-2020,54226.44,53986.81
ALTIS HUMAN RESOURCES,2020-2021,13994.57,13468.14
ALTIS HUMAN RESOURCES,2021-2022,25668.43,19498.78
BDO CANADA,2017-2018,67956.18,69985.14
BDO CANADA,2018-2019,39454.24,39968.67
BDO CANADA,2019-2020,28695.98,28637.21
BDO CANADA,2020-2021,28617.58,28016.26
BDO CANADA,2021-2022,85799.95,41036.55
BELL CANADA,2018-2019,123000.00,124569.67
BELL CANADA,2020-2021,160000.00,156638.04
BLACKBERRY,2019-2020,113978.60,113664.31
BLACKBERRY,2020-2021,194497.86,193325.56
BLACKBERRY,2021-2022,122884.53,109020.02
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2019-2020,36200.00,36125.85
CALIAN,2020-2021,754.29,712.96
CALIAN,2021-2022,198076.00,157860.17
CARAHSOFT TECHNOLOGY,2019-2020,19961.51,19988.88
CDW CANADA,2018-2019,97938.93,99379.05
CDW CANADA,2019-2020,169622.46,169615.39
CDW CANADA,2020-2021,647234.56,631049.98
CDW CANADA,2021-2022,482408.29,419556.82
CISTEL TECHNOLOGY,2017-2018,31463.89,32024.99
CISTEL TECHNOLOGY,2018-2019,109216.46,110617.79
CISTEL TECHNOLOGY,2019-2020,400624.12,399597.15
CISTEL TECHNOLOGY,2020-2021,442266.87,432973.84
CISTEL TECHNOLOGY,2021-2022,442266.87,335963.79
CLICK NETWORKS,2020-2021,189.28,178.91
CLICK NETWORKS,2021-2022,13628.25,10496.35
COFOMO,2019-2020,767712.65,765018.62
COFOMO,2020-2021,1248859.46,1222618.10
COFOMO,2021-2022,1248859.46,948684.13
DELL COMPUTER,2017-2018,451860.42,459701.17
DELL COMPUTER,2019-2020,60479.60,60562.52
DELL COMPUTER,2020-2021,92765.40,90413.25
DELL COMPUTER,2021-2022,136352.40,0.00
DELOITTE AND TOUCHE,2017-2018,635401.73,651099.32
DELOITTE AND TOUCHE,2018-2019,545276.65,552043.07
DELOITTE AND TOUCHE,2019-2020,765404.48,765380.81
DELOITTE AND TOUCHE,2020-2021,1238204.47,1221108.02
DELOITTE AND TOUCHE,2021-2022,1627472.33,1350976.59
DNR CONSULTING GROUP,2018-2019,49418.32,49896.56
DONNA CONA,2020-2021,331948.80,327612.53
DONNA CONA,2021-2022,77054.70,70285.95
EBSCO CANADA,2017-2018,39038.70,40075.84
EBSCO CANADA,2018-2019,74773.35,75613.15
ECOLE DE LANGUES ABCE,2018-2019,0.00,0.00
ECOLE DE LANGUES ABCE,2019-2020,19866.00,19746.02
ECOLE DE LANGUES ABCE,2020-2021,0.00,0.00
ECOLE DE LANGUES ABCE,2021-2022,58320.00,53130.05
ECOLE DE LANGUES LA CITE,2017-2018,10546.80,10857.54
ECOLE DE LANGUES LA CITE,2018-2019,47260.23,47813.64
ECOLE DE LANGUES LA CITE,2019-2020,61815.70,61609.06
ECOLE DE LANGUES LA CITE,2020-2021,32091.75,30914.10
ECOLE DE LANGUES LA CITE,2021-2022,0.00,0.00
ERNST YOUNG,2017-2018,214211.00,220020.14
ERNST YOUNG,2018-2019,367533.05,372343.74
ERNST YOUNG,2019-2020,330803.25,330162.95
ERNST YOUNG,2020-2021,425102.35,414589.57
ERNST YOUNG,2021-2022,285925.67,214962.49
EXCEL HUMAN RESOURCES,2019-2020,36245.88,36118.77
FAST TRACK STAFFING,2018-2019,3671.05,3706.58
FAST TRACK STAFFING,2019-2020,11668.70,11663.38
FEDERAL EXPRESS CANADA,2018-2019,75000.00,75802.91
GARTNER,2017-2018,58100.70,59688.84
GARTNER,2018-2019,83533.55,84537.93
GARTNER,2019-2020,250053.20,249390.55
GARTNER,2020-2021,533659.08,521773.86
GARTNER,2021-2022,394357.45,289071.65
GENESIS INTEGRATION,2017-2018,49701.10,50554.83
GENESIS INTEGRATION,2018-2019,80059.48,80834.25
GENESIS INTEGRATION,2019-2020,95914.12,95089.52
GENESIS INTEGRATION,2020-2021,25346.24,24703.56
GRAND TOY,2017-2018,24860.00,25727.99
GRAYBRIDGE INTERNATIONAL CONSULTING,2018-2019,34178.50,34591.35
GRAYBRIDGE INTERNATIONAL CONSULTING,2019-2020,70857.88,70619.18
GRAYBRIDGE INTERNATIONAL CONSULTING,2020-2021,104478.47,102552.63
GRAYBRIDGE INTERNATIONAL CONSULTING,2021-2022,25364.79,22868.87
HYPERTEC,2018-2019,72750.00,73827.58
HYPERTEC,2020-2021,226712.00,220446.64
HYPERTEC,2021-2022,79663.88,69263.32
IBM CANADA,2019-2020,160708.20,160928.55
IHS GLOBAL,2018-2019,373.30,376.91
IHS GLOBAL,2019-2020,7190.94,7176.21
IHS GLOBAL,2020-2021,6798.00,6667.76
INFO TECH RESEARCH GROUP,2017-2018,13128.38,13480.30
INFO TECH RESEARCH GROUP,2018-2019,4941.04,4997.50
INFO TECH RESEARCH GROUP,2019-2020,55720.80,55687.68
INFO TECH RESEARCH GROUP,2020-2021,208205.73,201224.16
INFO TECH RESEARCH GROUP,2021-2022,108054.78,89778.36
INSA,2017-2018,3678.78,3741.98
INSA,2018-2019,70085.72,70829.70
INSA,2019-2020,64708.27,64796.99
INSA,2020-2021,40367.70,39009.23
INSA,2021-2022,46926.22,35949.25
IPSS,2017-2018,33685.55,34418.49
IPSS,2018-2019,280.29,283.27
IRON MOUNTAIN,2021-2022,23086.15,16279.33
IT NET CONSULTANTS,2021-2022,231531.89,142077.15
ITEX,2017-2018,11156.12,11456.54
ITEX,2018-2019,537637.29,546757.39
ITEX,2019-2020,11881.66,11856.83
ITEX,2020-2021,28056.74,27239.12
ITEX,2021-2022,192895.54,148143.57
J L RICHARDS ASSOCIATES,2017-2018,19292.34,19809.48
J L RICHARDS ASSOCIATES,2018-2019,3224.20,3258.40
J L RICHARDS ASSOCIATES,2021-2022,11300.00,10265.69
KEYDATA ASSOCIATES,2019-2020,23319.81,23234.92
