d_vendor_name,overall_total
MNP,4865692.41
GC STRATEGIES,4173668.33
A HUNDRED ANSWERS,3501334.27
GARTNER,2394778.21
NISHA TECHONOLOGIES,2044067.14
COFOMO,1927202.38
COLLIERS PROJECT LEADERS,1728877.40
ADRM TECHNOLOGY CONSULTING,1674917.68
EXCEL HUMAN RESOURCES,1672360.78
ORANGUTECH,1500518.93
ACCESS 2 NETWORKS,1082387.45
STONEWORKS TECHNOLOGIES,1036480.45
SOFTCHOICE,983547.31
BDO CANADA,796861.82
MICROSOFT CANADA,737353.42
TES CONTRACT SERVICES,631482.04
NITAM SOLUTIONS,453586.59
SOFTSIM TECHNOLOGIES,435803.10
OPENFRAME TECHNOLOGIES,412820.85
ITEX,411471.27
SI SYSTEMS,332889.95
NEWFOUND RECRUITING,310750.00
FREEBALANCE,290794.80
PRA,289299.40
THE AIM GROUP,281912.41
SRA STAFFING SOLUTIONS,267843.14
THE RIGHT DOOR CONSULTING,259693.61
CANADIAN CORPS OF COMMISSIONAIRES,256011.72
4PLAN CONSULTING,246792.00
ERNST YOUNG,245227.41
DLS TECHNOLOGY,244070.67
BLACKBERRY,235752.03
SAP,218021.85
ROGERS,214101.53
TOTEM OFFISOURCE,189500.82
CACHE COMPUTER CONSULTING,188710.00
ORACLE CANADA,186556.27
COMPUCOM CANADA,182220.98
ELSEVIER,181755.98
PLEIAD CANADA,175798.89
TEKNION,140823.43
IBM CANADA,120108.32
GRAYBRIDGE INTERNATIONAL CONSULTING,117866.36
UNIVERSITY OF OTTAWA,108773.68
EAGLE PROFESSIONAL RESOURCES,105793.42
PRICEWATERHOUSE COOPERS,103861.13
PRINTERS PLUS,102460.50
PROQUEST,97765.52
CITRIX,91152.49
LEO PISCES SERVICES GROUP,90092.24
MINDWIRE SYSTEMS,88020.79
SIMPLEX GRINNELL,87268.75
I4C INFORMATION TECHNOLOGY,87010.00
KPMG,82950.47
CGI,77970.00
VERITAAQ TECHNOLOGY HOUSE,76953.00
VMWARE,73649.95
QUINTET CONSULTING,70794.50
MESSA COMPUTING,68197.40
CISION CANADA,68175.42
QUANTUM MANAGEMENT SERVICES,63589.78
CORADIX TECHNOLOGY CONSULTING,63495.83
RAYMOND CHABOT GRANT THORNTON,58986.00
SYSTEMSCOPE,56982.41
ARTEMP PERSONNEL SERVICES,54240.00
QMR,51233.97
CSDC SYSTEMS,46266.94
TRANSPOLAR TECHNOLOGY,45954.25
CNW GROUP,44344.59
CONEXSYS,43849.64
TOYOTA CANADA,43825.36
PROMAXIS,42457.41
TOSHIBA CANADA,42222.78
CDW CANADA,41873.35
DELL COMPUTER,41374.50
LANNICK CONTRACT SOLUTIONS,41234.52
DELOITTE AND TOUCHE,38553.00
ADVANCED BUSINESS INTERIORS,37788.56
DYNAMIC PERSONNEL CONSULTANTS,36924.73
SDL INTERNATIONAL CANADA,36788.73
ENTRUST,36024.07
ASOKAN BUSINESS INTERIORS,34888.20
APPLIED ELECTONICS,34412.62
TURTLE ISLAND STAFFING,32312.75
INTEGRA NETWORKS,30106.67
AMAZON,29835.62
ZERNAM ENTERPRISE,29347.49
GRAND TOY,28250.00
BELL CANADA,28137.00
CANSEL SURVEY EQUIPMENT,26913.21
PORTAGE PERSONNEL,26526.75
PROTAK CONSULTING GROUP,24984.30
GOSS GILROY,24936.25
OPENTEXT,24860.00
LUMINA IT,24408.00
PROLOGIC SYSTEMS,24007.64
FORRESTER RESEARCH,23564.38
GLOBAL KNOWLEDGE,23040.70
ST JOSEPH PRINT GROUP,22063.82
COMMVAULT SYSTEMS,21974.09
ECOLE DE LANGUES ABCE,16221.83
GLOBAL UPHOLSTERY,11625.99
INSA,10784.35
ADVANCED CHIPPEWA TECHNOLOGIES,10262.66
"NATTIQ",10170.00
CARAHSOFT TECHNOLOGY,10037.79
SALESFORCE CANADA,4721.77
