d_vendor_name,d_fiscal_year,total
4PLAN CONSULTING,2018-2019,185263.03561643834
4PLAN CONSULTING,2019-2020,61528.964383561644
9088 5542 QUEBEC,2018-2019,97609.42162902122
9088 5542 QUEBEC,2019-2020,72948.73511293634
9088 5542 QUEBEC,2020-2021,72749.42162902122
A HUNDRED ANSWERS,2017-2018,1184094.0115306715
A HUNDRED ANSWERS,2018-2019,1489796.6234373995
A HUNDRED ANSWERS,2019-2020,827443.6395630721
ACCESS 2 NETWORKS,2017-2018,177983.1273938635
ACCESS 2 NETWORKS,2018-2019,517245.37686331075
ACCESS 2 NETWORKS,2019-2020,304609.45372488
ACCESS 2 NETWORKS,2020-2021,125823.3470864389
ADRM TECHNOLOGY CONSULTING,2017-2018,681121.5126229955
ADRM TECHNOLOGY CONSULTING,2018-2019,828697.8403579779
ADRM TECHNOLOGY CONSULTING,2019-2020,830968.2454000546
ADRM TECHNOLOGY CONSULTING,2020-2021,828697.8403579779
ADVANCE HE,2018-2019,24000
ADVANCE HE,2019-2020,219999.66899383985
ADVANCE HE,2020-2021,219398.5770020534
ALTIS HUMAN RESOURCES,2017-2018,98759.41049535603
ALTIS HUMAN RESOURCES,2018-2019,242953.37647434094
ALTIS HUMAN RESOURCES,2019-2020,279438.90157196973
ALTIS HUMAN RESOURCES,2020-2021,124628.85145833335
BAYARD CANADA,2017-2018,47008
BAYARD CANADA,2018-2019,35660.47663551402
BAYARD CANADA,2019-2020,52340.446441409054
BAYARD CANADA,2020-2021,49833
BDO CANADA,2017-2018,11017.5
BDO CANADA,2018-2019,76862.0611775044
BDO CANADA,2019-2020,419065.0116629091
BDO CANADA,2020-2021,329390.7507360364
BLACKBERRY,2017-2018,1550.52098630137
BLACKBERRY,2018-2019,33596.50901369863
BLACKBERRY,2019-2020,154002.94666666666
BLACKBERRY,2020-2021,46602.05513324098
BYTOWN CATERING,2017-2018,9979.32032537961
BYTOWN CATERING,2018-2019,52789.15824295011
BYTOWN CATERING,2019-2020,52933.78607375271
BYTOWN CATERING,2020-2021,17644.59535791757
CACHE COMPUTER CONSULTING,2017-2018,24860
CACHE COMPUTER CONSULTING,2018-2019,124300
CACHE COMPUTER CONSULTING,2019-2020,39550
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,58086.61
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,60144.93
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,137780.18
CARLSON WAGONLIT GLOBAL TRAVEL,2017-2018,63303.63630399126
CARLSON WAGONLIT GLOBAL TRAVEL,2018-2019,63303.63630399126
CARLSON WAGONLIT GLOBAL TRAVEL,2019-2020,63477.0709240022
CARLSON WAGONLIT GLOBAL TRAVEL,2020-2021,63303.63630399126
CGI,2017-2018,24860
CGI,2018-2019,24860
CGI,2020-2021,28250
CISION CANADA,2018-2019,23617
CISION CANADA,2019-2020,11162.479051094891
CISION CANADA,2020-2021,33395.94142335767
CITRIX,2018-2019,24645.09
CITRIX,2020-2021,66507.39839080459
CLARIVATE ANALYTICS US,2018-2019,40538.587221297836
CLARIVATE ANALYTICS US,2019-2020,54150.083660565724
CLARIVATE ANALYTICS US,2020-2021,54002.13261231282
COFOMO,2017-2018,331463.96054171183
COFOMO,2018-2019,461919.28927267523
COFOMO,2019-2020,430859.2251030654
COFOMO,2020-2021,790590.3548994464
COLLIERS PROJECT LEADERS,2019-2020,517667.7051823416
COLLIERS PROJECT LEADERS,2020-2021,1211209.6948176583
COMPUCOM CANADA,2018-2019,150124.27158904108
COMPUCOM CANADA,2019-2020,32096.708410958905
COUNCIL OF CANADIAN ACADEMIES,2019-2020,58863.22658653846
COUNCIL OF CANADIAN ACADEMIES,2020-2021,421276.0334134615
DLS TECHNOLOGY,2017-2018,10346.095123287672
DLS TECHNOLOGY,2018-2019,123619.51476742272
DLS TECHNOLOGY,2019-2020,36964.266502732244
DLS TECHNOLOGY,2020-2021,73140.79360655737
EAGLE PROFESSIONAL RESOURCES,2018-2019,15084.990469043152
EAGLE PROFESSIONAL RESOURCES,2019-2020,72646.13831144465
EAGLE PROFESSIONAL RESOURCES,2020-2021,18062.291219512193
EDGAR,2020-2021,339000
ELEVATED THINKING,2020-2021,144611.75
ELM PRINTING,2017-2018,56727.8584120983
ELM PRINTING,2018-2019,11715.272142857142
ELM PRINTING,2019-2020,17220.038571428573
ELM PRINTING,2020-2021,17172.989285714284
ERGOPRIME,2017-2018,44648.16922190202
ERGOPRIME,2018-2019,22658.76
ERGOPRIME,2020-2021,15368
ERNST YOUNG,2017-2018,53248.44736275566
ERNST YOUNG,2018-2019,78108.44736275566
ERNST YOUNG,2019-2020,78946.39228726614
ERNST YOUNG,2020-2021,34924.12503816794
EXCEL HUMAN RESOURCES,2017-2018,494103.18845817
EXCEL HUMAN RESOURCES,2018-2019,530964.5677685149
EXCEL HUMAN RESOURCES,2019-2020,245289.6520478151
EXCEL HUMAN RESOURCES,2020-2021,180499.8673190703
FORRESTER RESEARCH CANADA,2018-2019,367159.6
FREEBALANCE,2017-2018,88367.13
FREEBALANCE,2018-2019,88367.13
FREEBALANCE,2019-2020,23268.960000000003
FREEBALANCE,2020-2021,90791.58
GARTNER,2017-2018,28308.607156193375
GARTNER,2018-2019,399818.3813369573
GARTNER,2019-2020,1021109.1432100812
GARTNER,2020-2021,945542.0818310147
GCSTRATEGIES,2017-2018,24916.5
GCSTRATEGIES,2018-2019,1063077.2044507107
GCSTRATEGIES,2019-2020,1486300.600244227
GCSTRATEGIES,2020-2021,1482239.6696424668
GELDER GINGRAS AND ASSOCIATES,2019-2020,96134.75
GRAYBRIDGE INTERNATIONAL CONSULTING,2017-2018,16278.723256880736
