d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
4_medical,2017-2018,1932943.79,1983953.72
4_medical,2018-2019,1775057.92,1797584.26
4_medical,2019-2020,1880822.62,1877516.05
4_medical,2020-2021,3217545.19,3127279.80
4_medical,2021-2022,9305787.92,4251675.03
6_industrial_products_and_services,2017-2018,1112142.69,1131911.59
6_industrial_products_and_services,2018-2019,3560807.74,3606249.05
6_industrial_products_and_services,2019-2020,3570563.38,3563249.93
6_industrial_products_and_services,2020-2021,4069049.87,3977356.87
6_industrial_products_and_services,2021-2022,4858537.94,3812206.25
