d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2020-2021,283380.27,271762.40
11_defence,2017-2018,27130.03,27968.65
11_defence,2018-2019,27130.03,27649.93
11_defence,2019-2020,4534.06,4548.09
11_defence,2021-2022,458917.24,418532.50
11_defence,2022-2023,626730.26,564974.63
4_medical,2019-2020,4639826.61,4595976.05
4_medical,2020-2021,5243147.71,4993158.01
4_medical,2021-2022,632050.68,598548.83
6_industrial_products_and_services,2017-2018,2716427.87,2800370.76
6_industrial_products_and_services,2018-2019,1978857.82,2016521.22
6_industrial_products_and_services,2019-2020,1722974.34,1708007.88
6_industrial_products_and_services,2020-2021,1300254.30,1238408.75
6_industrial_products_and_services,2021-2022,1438984.64,1330729.61
6_industrial_products_and_services,2022-2023,1253504.77,1121568.19
