d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,30932.76,31889.29
1_facilities_and_construction,2018-2019,52055.49,52764.91
1_facilities_and_construction,2019-2020,22931.93,22742.19
1_facilities_and_construction,2020-2021,26390.40,25159.93
1_facilities_and_construction,2021-2022,388.35,353.11
10_office_management,2017-2018,236227.69,243389.52
10_office_management,2018-2019,231804.96,234896.04
10_office_management,2019-2020,233952.13,229995.17
10_office_management,2020-2021,48497.58,46236.36
10_office_management,2021-2022,45106.29,42141.18
2_professional_services,2017-2018,2574449.65,2649000.52
2_professional_services,2018-2019,4291835.06,4361408.88
2_professional_services,2019-2020,4255638.89,4229916.70
2_professional_services,2020-2021,4238255.58,4046923.88
2_professional_services,2021-2022,2611450.42,2424370.00
3_information_technology,2017-2018,1152757.18,1187194.66
3_information_technology,2018-2019,1930545.85,1964040.41
3_information_technology,2019-2020,2994437.99,2956628.04
3_information_technology,2020-2021,4411315.65,4208212.33
3_information_technology,2021-2022,5919154.61,5502465.62
6_industrial_products_and_services,2019-2020,11610.75,11334.17
6_industrial_products_and_services,2020-2021,889.88,843.99
6_industrial_products_and_services,2021-2022,9280.12,8683.98
7_travel,2020-2021,5255.89,5026.00
7_travel,2021-2022,6638.06,6211.64
9_human_capital,2017-2018,71407.98,73412.38
9_human_capital,2018-2019,105006.45,106815.27
9_human_capital,2019-2020,271292.76,270651.05
9_human_capital,2020-2021,480080.59,453620.54
9_human_capital,2021-2022,855472.74,797085.02
