d_vendor_name,overall_total
COSSETTE COMMUNICATIONS,4213158.99
THE AIM GROUP,2140585.03
GARTNER,2020285.39
MICROSOFT CANADA,1289456.90
TELECOM COMPUTER SERVICES,702568.05
CORADIX TECHNOLOGY CONSULTING,666356.45
EKOS RESEARCH ASSOCIATES,610036.82
MISHKUMI TECHNOLOGIES,484841.21
PURESPIRIT SOLUTIONS,476896.76
ARTEMP PERSONNEL SERVICES,439555.90
RAYMOND CHABOT GRANT THORNTON,431856.34
TRM TECHNOLOGIES,431434.00
DELOITTE AND TOUCHE,422106.84
STONEWORKS TECHNOLOGIES,360191.55
ENVIRONICS RESEARCH GROUP,325404.28
THOMAS SCHMIDT,276581.84
NISHA TECHONOLOGIES,224084.65
ACCESS 2 NETWORKS,208855.41
ADVANCED BUSINESS INTERIORS,203973.05
PORTAGE PERSONNEL,193411.02
GOSS GILROY,161222.75
HYPERTEC,158708.50
INSA,158194.78
BELL CANADA,154769.82
PRINTERS PLUS,148286.02
DELL COMPUTER,121816.48
CDW CANADA,110449.28
ADVANCED CHIPPEWA TECHNOLOGIES,105705.09
CISTEL TECHNOLOGY,91470.77
LANSDOWNE TECHNOLOGIES,90400.00
AVI SPL CANADA,87873.23
PROSCI CANADA,72828.50
ENTRUST,59391.01
KONICA MINOLTA BUSINESS SOLUTIONS,57210.00
QUINTET CONSULTING,52968.75
ECOLE DE LANGUES ABCE,45326.40
CNW GROUP,40680.00
IBM CANADA,38872.00
SOFTCHOICE,37163.51
IRON MOUNTAIN,37122.08
ROGERS,36250.40
BLACKBERRY,29997.84
DYNAMIC PERSONNEL CONSULTANTS,26546.39
KPMG,25000.00
"NAVPOINT CONSULTING GROUP",24860.00
INTEGRA NETWORKS,23954.69
HAWORTH,21517.47
ERNST YOUNG,17356.80
CISION CANADA,16950.00
QUANTUM MANAGEMENT SERVICES,16469.26
CSDC SYSTEMS,14569.27
DONNA CONA,14125.00
NOVA NETWORKS,12910.25
