d_vendor_name,overall_total
GARTNER,2485540.29
EKOS RESEARCH ASSOCIATES,908394.31
TELECOM COMPUTER SERVICES,702568.05
PURESPIRIT SOLUTIONS,681216.63
THOMAS SCHMIDT,454942.92
ENVIRONICS RESEARCH GROUP,370983.27
STONEWORKS TECHNOLOGIES,360191.55
ACCESS 2 NETWORKS,254629.79
ADVANCED BUSINESS INTERIORS,203973.05
INSA,182719.37
WILLS TRANSFER,100729.51
ACTION PERSONNEL OF OTTAWA HULL,100000.01
INFO TECH RESEARCH GROUP,82151.00
PROSCI CANADA,72828.50
ENTRUST,59404.44
KONICA MINOLTA BUSINESS SOLUTIONS,57691.88
QUINTET CONSULTING,52968.75
CNW GROUP,40680.00
BLACKBERRY,29997.84
NOVA NETWORKS,26730.15
"NAVPOINT CONSULTING GROUP",24860.00
PURELOGIC,24397.83
INTEGRA NETWORKS,23954.69
HAWORTH,21517.47
49 SOLUTIONS,19137.31
GLOBAL KNOWLEDGE,17623.59
CISION CANADA,16950.00
CSDC SYSTEMS,14569.27
