d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADVANCED BUSINESS INTERIORS,2017-2018,25975.42,26790.10
ADVANCED BUSINESS INTERIORS,2018-2019,17844.12,18320.50
ALTIS HUMAN RESOURCES,2017-2018,9837.00,10117.92
ALTIS HUMAN RESOURCES,2018-2019,111743.31,114590.98
BRECKENHILL,2017-2018,39903.34,41042.92
BRECKENHILL,2018-2019,9596.31,9852.50
CBCI TELECOM,2017-2018,22849.66,23502.21
CBCI TELECOM,2018-2019,110297.51,112574.88
CISION CANADA,2017-2018,22600.00,23298.59
CORCAN,2018-2019,24090.00,24733.13
EXCEL HUMAN RESOURCES,2017-2018,175297.21,180628.73
EXCEL HUMAN RESOURCES,2018-2019,69302.69,70971.00
FMC PROFESSIONALS,2017-2018,8003.04,8231.59
FMC PROFESSIONALS,2018-2019,4069.34,4177.98
HYPERACTIVE PRODUCTIONS,2017-2018,16429.07,16913.59
KNOWLEDGE CIRCLE LEARNING SERVICES,2017-2018,1950.00,2005.69
KNOWLEDGE CIRCLE LEARNING SERVICES,2018-2019,54750.00,55799.18
LEGER MARKETING,2017-2018,43567.15,44964.46
LES TRADUCTIONS TESSIER,2017-2018,11853.45,12191.96
LES TRADUCTIONS TESSIER,2018-2019,13146.55,13497.52
MEDIA Q,2017-2018,16950.00,17473.94
MISHKUMI TECHNOLOGIES,2017-2018,150898.03,155526.11
MISHKUMI TECHNOLOGIES,2018-2019,220021.10,225717.82
N12 CONSULTING,2018-2019,107530.80,109563.89
SAS INSTITUTE,2017-2018,231.63,238.24
SAS INSTITUTE,2018-2019,16121.26,16437.93
SOFTCHOICE,2017-2018,67626.66,69736.94
SOFTCHOICE,2018-2019,50096.97,51122.84
TEKNION,2017-2018,13515.77,13939.68
TELECOM COMPUTER SERVICES,2017-2018,667.56,686.62
TELECOM COMPUTER SERVICES,2018-2019,39252.41,40097.71
THE AIM GROUP,2018-2019,163528.94,166822.18
TOYOTA,2017-2018,38668.81,39953.16
UNIVERSITY OF WESTERN ONTARIO,2017-2018,23801.42,24534.98
XEROX,2017-2018,14578.05,15027.51
XEROX,2018-2019,11286.71,11497.33
XEROX,2019-2020,12371.45,12272.76
XEROX,2020-2021,12337.64,11749.39
XEROX,2021-2022,12337.64,11470.62
XEROX,2022-2023,12337.64,11039.78
