d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ACCENTURE,2018-2019,3345051.77,3399505.02
ACCENTURE,2019-2020,4280730.58,4246377.29
ACCENTURE,2020-2021,5080690.92,4846153.68
ACCENTURE,2021-2022,1429240.14,1353378.16
ADGA GROUP,2019-2020,20489.40,20067.70
ADGA GROUP,2020-2021,61806.87,58925.09
ADGA GROUP,2021-2022,61806.87,57836.46
ADVANCED BUSINESS INTERIORS,2017-2018,282076.95,290254.26
ADVANCED BUSINESS INTERIORS,2018-2019,290011.26,295357.32
ADVANCED BUSINESS INTERIORS,2019-2020,547340.47,544405.50
ADVANCED BUSINESS INTERIORS,2020-2021,25231.39,23777.94
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,30591.97,31529.59
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,30896.89,31463.60
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,21038.17,20987.61
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,142084.68,134759.05
ALIKA INTERNET TECHNOLOGIES,2021-2022,111870.00,102484.35
ALTIS HUMAN RESOURCES,2018-2019,223326.89,226411.85
ALTIS HUMAN RESOURCES,2019-2020,440956.15,437417.43
ALTIS HUMAN RESOURCES,2020-2021,353876.50,337376.82
ALTIS HUMAN RESOURCES,2021-2022,353876.50,331143.84
AMEX BANK OF CANADA,2017-2018,78250.01,80648.31
AMEX BANK OF CANADA,2018-2019,82565.95,84056.45
AMEX BANK OF CANADA,2019-2020,87609.98,86889.02
AMEX BANK OF CANADA,2020-2021,89749.76,85565.13
ARTEMP PERSONNEL SERVICES,2019-2020,21273.11,20866.19
ARTEMP PERSONNEL SERVICES,2020-2021,123931.89,118369.52
AVI SPL,2021-2022,110361.37,100749.80
BDO CANADA,2017-2018,518116.57,533440.46
BDO CANADA,2018-2019,730893.34,744192.16
BDO CANADA,2019-2020,700332.89,694476.97
BDO CANADA,2020-2021,748206.27,713292.60
BDO CANADA,2021-2022,1093981.34,1015155.15
BELL CANADA,2018-2019,212673.51,214487.25
BELL CANADA,2019-2020,90885.43,89194.02
BELL CANADA,2020-2021,856270.59,815002.42
BELL CANADA,2021-2022,444628.55,405692.43
BLACKBERRY,2017-2018,14947.01,15405.04
BLACKBERRY,2018-2019,24224.83,24668.28
BLACKBERRY,2019-2020,32093.13,31760.73
BLACKBERRY,2020-2021,151813.40,144682.17
BLACKBERRY,2021-2022,247439.84,231180.72
BLOOMBERG FINANCE L P,2017-2018,104353.48,107551.84
BLOOMBERG FINANCE L P,2018-2019,141966.31,144562.41
BLOOMBERG FINANCE L P,2019-2020,142202.32,141061.13
BLOOMBERG FINANCE L P,2020-2021,147099.45,140214.79
BLOOMBERG FINANCE L P,2021-2022,325618.75,304520.89
BROOKS CORNING COMPANY,2021-2022,11130.68,10597.90
