d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
73719 NEWFOUNDLAND LABRADOR,2019-2020,15688.14,15434.28
73719 NEWFOUNDLAND LABRADOR,2020-2021,28207.74,26816.26
73719 NEWFOUNDLAND LABRADOR,2021-2022,12596.88,11871.76
ADOBE,2017-2018,16019.19,16434.51
ADVANCED BUSINESS INTERIORS,2017-2018,107537.88,110213.23
ADVANCED BUSINESS INTERIORS,2018-2019,126616.41,127998.50
ADVANCED BUSINESS INTERIORS,2019-2020,32832.37,32879.63
ADVANCED BUSINESS INTERIORS,2020-2021,18823.31,17724.37
ASOKAN BUSINESS INTERIORS,2020-2021,102658.67,98384.89
CARAHSOFT TECHNOLOGY,2020-2021,11122.19,10568.31
CARAHSOFT TECHNOLOGY,2021-2022,26172.09,18318.54
CBCI TELECOM,2020-2021,19468.98,18396.51
CGI,2020-2021,37534.25,35766.09
CGI,2021-2022,12465.75,11787.13
CONVERGINT TECHNOLOGIES,2017-2018,15170.58,15528.18
CSDC SYSTEMS,2017-2018,9079.16,9314.43
CSDC SYSTEMS,2018-2019,9079.16,9220.35
CSDC SYSTEMS,2019-2020,20178.03,19852.13
CSDC SYSTEMS,2020-2021,9079.16,8631.29
CSDC SYSTEMS,2021-2022,2263.57,2140.35
DESIRE2LEARN,2019-2020,107880.86,105270.09
DESIRE2LEARN,2020-2021,3281376.18,3119506.82
DESIRE2LEARN,2021-2022,3281376.18,2566904.51
EBSCO CANADA,2017-2018,51689.07,53028.50
EBSCO CANADA,2018-2019,29530.40,30010.03
EBSCO CANADA,2019-2020,74746.40,74115.62
EBSCO CANADA,2020-2021,74542.18,70865.03
EBSCO CANADA,2021-2022,50659.89,41565.86
ECLIPSYS SOLUTIONS,2017-2018,11318.17,11614.01
ECLIPSYS SOLUTIONS,2018-2019,11872.02,12055.99
ECLIPSYS SOLUTIONS,2019-2020,10553.67,10464.61
ECLIPSYS SOLUTIONS,2020-2021,10855.48,10319.98
ECLIPSYS SOLUTIONS,2021-2022,10855.48,8491.86
EKOS RESEARCH ASSOCIATES,2017-2018,36977.55,37849.19
EKOS RESEARCH ASSOCIATES,2018-2019,91444.49,93261.20
GARTNER,2019-2020,38681.64,38081.88
GARTNER,2020-2021,27935.49,26550.95
GARTNER,2021-2022,80334.09,46572.37
GILMORE REPRODUCTIONS,2017-2018,16196.53,16602.39
GILMORE REPRODUCTIONS,2018-2019,26042.88,26447.89
GILMORE REPRODUCTIONS,2019-2020,26114.23,25893.86
GILMORE REPRODUCTIONS,2020-2021,9846.35,9348.59
GLASSHOUSE SYSTEMS,2021-2022,210358.89,47985.13
GLOBAL UPHOLSTERY,2017-2018,10991.93,11251.03
GLOBAL UPHOLSTERY,2018-2019,23218.22,23446.66
HEWLETT PACKARD,2021-2022,56993.99,8679.50
INFO TECH RESEARCH GROUP,2020-2021,13225.91,12505.13
