d_vendor_name,overall_total
DESIRE2LEARN,6670633.21
SKILLSOFT CANADA,4664633.29
TELECOM COMPUTER SERVICES,842245.80
THOMAS SCHMIDT,524512.11
ADVANCED BUSINESS INTERIORS,285809.97
EBSCO CANADA,281167.94
GLASSHOUSE SYSTEMS,210358.89
SAP,179668.93
PROSCI CANADA,177334.11
MAPLESOFT CONSULTING,171510.35
SOFTSIM TECHNOLOGIES,149224.92
GARTNER,146951.23
TOTEM OFFISOURCE,145363.34
EKOS RESEARCH ASSOCIATES,128422.04
NOVA NETWORKS,126971.14
ASOKAN BUSINESS INTERIORS,102658.67
QUINTET CONSULTING,102416.96
MNP,93790.00
INTEGRA NETWORKS,83426.32
GILMORE REPRODUCTIONS,78200.00
INFO TECH RESEARCH GROUP,61425.18
SHI CANADA,61117.53
PROMAXIS,58672.24
PURELOGIC,57606.97
HEWLETT PACKARD,56993.99
73719 NEWFOUNDLAND LABRADOR,56492.76
ECLIPSYS SOLUTIONS,55454.82
CGI,50000.00
CSDC SYSTEMS,49679.09
RHEA,49289.65
UNIVERSITY OF OTTAWA,40000.00
ORANGUTECH,39324.00
CARAHSOFT TECHNOLOGY,37294.28
INTERACTIVE AUDIO VISUAL,37001.79
ITEX,35485.93
GLOBAL UPHOLSTERY,34210.15
UNISOURCE,24920.03
UNIVERSITY OF TORONTO,23547.99
PANASONIC,20255.25
CBCI TELECOM,19468.98
ADOBE,16019.19
CONVERGINT TECHNOLOGIES,15170.58
WESTBURY NATIONAL SHOW SYSTEMS,14481.58
LINOVATI,10170.00
SDL INTERNATIONAL CANADA,9156.25
KONICA MINOLTA BUSINESS SOLUTIONS,3792.69
