d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,643561.5973399014
1_facilities_and_construction,2019-2020,7665806.9889162555
1_facilities_and_construction,2020-2021,7577418.807389162
10_office_management,2018-2019,15107.949999999997
2_professional_services,2017-2018,12927.2
2_professional_services,2018-2019,10767.68
4_medical,2017-2018,8455498.55626327
4_medical,2018-2019,8455498.55626327
6_industrial_products_and_services,2018-2019,19711.39
8_security_and_protection,2017-2018,5932014.255799112
8_security_and_protection,2018-2019,6850576.404366238
8_security_and_protection,2019-2020,4688357.597515943
8_security_and_protection,2020-2021,2965283.7236783146
