d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
3D DATACOMM,2017-2018,55581.28,56905.10
4 OFFICE AUTOMATION,2018-2019,3652.15,3690.62
4 OFFICE AUTOMATION,2019-2020,11046.99,10953.77
4 OFFICE AUTOMATION,2020-2021,11016.81,10473.35
4 OFFICE AUTOMATION,2021-2022,11016.81,8618.06
ACOSYS CONSULTING SERVICES,2020-2021,1225.46,1153.92
ACOSYS CONSULTING SERVICES,2021-2022,46814.55,38398.36
ADAPT PHARMA CANADA,2020-2021,184000.00,176646.26
ADVANCED BUSINESS INTERIORS,2018-2019,36531.06,36890.49
ADVANCED BUSINESS INTERIORS,2020-2021,117375.89,110523.25
ADVANCED BUSINESS INTERIORS,2021-2022,601934.05,470871.72
ADVANCED PARAMEDIC,2018-2019,1181651.36,1194100.18
ADVANCED PARAMEDIC,2019-2020,3574251.23,3544088.21
ADVANCED PARAMEDIC,2020-2021,5244366.75,4985851.46
ADVANCED PARAMEDIC,2021-2022,3979134.03,3468533.72
AMDOCS,2017-2018,1419667.50,1456455.73
AMDOCS,2018-2019,353944.50,361631.98
AMDOCS,2020-2021,1475402.60,1402621.41
AMDOCS,2021-2022,1475402.60,1154155.26
ASOKAN BUSINESS INTERIORS,2018-2019,141628.85,143022.34
ASOKAN BUSINESS INTERIORS,2020-2021,8835.53,8319.70
ASOKAN BUSINESS INTERIORS,2021-2022,107499.01,84092.67
BAXTER,2019-2020,37467.02,36560.30
BAXTER,2020-2021,652925.61,620981.93
BAXTER,2021-2022,253249.33,198107.99
BMC SOFTWARE CANADA,2020-2021,27635.86,26109.10
BOEHM HOTEL,2020-2021,4329721.76,4116137.81
BOEHM HOTEL,2021-2022,2170792.00,2044896.49
CANADIAN BANK NOTE COMPANY,2018-2019,18155.04,18333.67
CANADIAN BANK NOTE COMPANY,2019-2020,249052.34,243893.39
CANADIAN BANK NOTE COMPANY,2020-2021,727232.83,691358.64
CANADIAN BANK NOTE COMPANY,2021-2022,727232.83,568888.52
CBCI TELECOM,2021-2022,158132.43,81975.65
CHARRON HUMAN RESOURCES,2019-2020,20676.34,20175.96
CHARRON HUMAN RESOURCES,2020-2021,67980.86,64403.59
CNW GROUP,2018-2019,39413.84,39945.39
CNW GROUP,2019-2020,52840.54,52394.62
CNW GROUP,2021-2022,26469.12,20705.86
COLLIERS PROJECT LEADERS,2017-2018,380280.88,390135.20
COLLIERS PROJECT LEADERS,2018-2019,469815.62,475782.60
COLLIERS PROJECT LEADERS,2019-2020,948395.03,937903.43
COLLIERS PROJECT LEADERS,2020-2021,326886.23,310048.45
COLLIERS PROJECT LEADERS,2021-2022,412873.49,301717.29
CONVERGINT TECHNOLOGIES,2021-2022,2667.88,0.00
DRAEGER,2020-2021,52185.42,49655.48
DRAEGER,2021-2022,56373.48,43955.74
DYNABOOK CANADA,2019-2020,344735.30,336392.53
DYNABOOK CANADA,2020-2021,2000929.17,1897666.59
DYNACARE,2021-2022,229272.75,169141.88
EBSCO CANADA,2017-2018,4304.63,4406.10
EBSCO CANADA,2018-2019,101845.37,103297.89
EBSCO CANADA,2019-2020,317950.92,315682.13
EBSCO CANADA,2020-2021,55249.70,52323.54
EBSCO CANADA,2021-2022,315596.63,239233.51
ECLIPSYS SOLUTIONS,2018-2019,712.47,719.48
ECLIPSYS SOLUTIONS,2019-2020,17913.48,17773.54
EKOS RESEARCH ASSOCIATES,2019-2020,26549.65,25989.37
EKOS RESEARCH ASSOCIATES,2020-2021,26992.15,25590.15
ESBE SCIENTIFIC INDUSTRIES,2020-2021,297618.05,283064.35
EXPRESS SCRIPTS CANADA,2017-2018,21224022.25,21774006.10
EXPRESS SCRIPTS CANADA,2018-2019,21224022.25,21554087.19
EXPRESS SCRIPTS CANADA,2019-2020,21282170.26,21102570.55
EXPRESS SCRIPTS CANADA,2020-2021,5175172.55,4885259.04
FAST TRACK STAFFING,2019-2020,14595.00,14492.87
FAST TRACK STAFFING,2020-2021,48913.54,46205.46
FAST TRACK STAFFING,2021-2022,114293.53,74002.44
FCA CANADA,2018-2019,65480.10,66124.36
FCA CANADA,2019-2020,161780.75,158455.57
FCA CANADA,2020-2021,792749.68,751117.13
FERENCE COMPANY CONSULTING,2017-2018,11978.00,12263.77
FERENCE COMPANY CONSULTING,2018-2019,16209.92,16369.41
FERENCE COMPANY CONSULTING,2019-2020,108725.08,108374.62
FIRST AIR,2021-2022,79225.42,33992.89
GARTNER,2018-2019,90441.70,91411.03
GARTNER,2019-2020,483841.18,479758.06
GARTNER,2021-2022,258317.79,181860.45
GC STRATEGIES,2018-2019,105090.00,106248.90
GENERAL ELECTRIC CANADA,2017-2018,491151.90,502729.37
GENERAL ELECTRIC CANADA,2019-2020,95850.51,93530.88
GENERAL ELECTRIC CANADA,2021-2022,44075.85,0.00
GENERAL MOTORS,2019-2020,52588.07,51467.55
GENERAL MOTORS,2020-2021,756080.22,715841.72
GENERAL MOTORS,2021-2022,80819.06,33651.46
GETINGE CANADA,2020-2021,5473.75,5208.49
GETINGE CANADA,2021-2022,6185.50,4838.70
GLOBAL KNOWLEDGE,2018-2019,447.49,451.89
GLOBAL KNOWLEDGE,2019-2020,23397.39,23199.94
GLOBAL KNOWLEDGE,2020-2021,1150.69,1086.23
GLOBAL UPHOLSTERY,2018-2019,24824.10,25068.34
GLOBAL UPHOLSTERY,2021-2022,21512.24,12377.93
HITRAC,2020-2021,98715.75,92952.53
IFATHOM,2018-2019,55762.88,56311.53
INFO TECH RESEARCH GROUP,2021-2022,114752.48,78191.23
INTEGRA NETWORKS,2017-2018,46037.15,47122.34
INTEGRA NETWORKS,2018-2019,28133.81,28744.86
INTEGRA NETWORKS,2019-2020,11873.85,11586.50
ITEX,2020-2021,355.88,335.11
ITEX,2021-2022,18251.67,14516.26
JOHNSON CONTROLS CANADA,2019-2020,26748.19,26100.87
JOHNSON CONTROLS CANADA,2020-2021,58272.84,55008.39
JOHNSON CONTROLS CANADA,2021-2022,1512.35,0.00
KONICA MINOLTA BUSINESS SOLUTIONS,2019-2020,42757.51,42120.54
KONICA MINOLTA BUSINESS SOLUTIONS,2020-2021,88652.19,84271.97
KONICA MINOLTA BUSINESS SOLUTIONS,2021-2022,96926.99,75822.55
KUBOTA CANADA,2019-2020,29111.85,28407.33
MACDONALD DETTWILER AND ASSOCIATES,2020-2021,36792.00,34644.01
MCKESSON CANADA,2020-2021,2487418.19,2363775.63
MCKESSON CANADA,2021-2022,1894324.57,1413718.37
MEDIA Q,2020-2021,5004.09,4711.94
MEDIA Q,2021-2022,86975.91,68038.18
MEDTRONIC CANADA,2020-2021,92987.47,88576.77
MEDTRONIC CANADA,2021-2022,7615.15,5957.06
MINISTRY OF FINANCE,2018-2019,2453758.97,2491918.55
MINISTRY OF FINANCE,2019-2020,3053277.10,3025555.29
MINISTRY OF FINANCE,2020-2021,2715397.92,2581448.11
MINISTRY OF FINANCE,2021-2022,1738847.21,1360238.66
MITSUBISHI MOTOR SALES,2019-2020,392382.90,384963.59
MNP,2017-2018,135590.68,139104.28
MNP,2018-2019,93613.29,95285.70
MNP,2019-2020,17325.00,17178.79
MNP,2020-2021,37361.75,35401.06
MNP,2021-2022,43981.25,41239.85
MOBILE RESOURCE GROUP,2018-2019,147073.33,149355.54
MOBILE RESOURCE GROUP,2019-2020,148288.81,147037.41
MOBILE RESOURCE GROUP,2020-2021,88459.99,84036.27
MOBILE RESOURCE GROUP,2021-2022,81789.66,63981.16
MORPHO CANADA,2019-2020,15437.42,15270.96
NITAM SOLUTIONS,2018-2019,126802.04,128049.65
NOVA NETWORKS,2020-2021,10040.10,9453.94
NOVA NETWORKS,2021-2022,10540.91,9893.67
NUA OFFICE,2020-2021,29872.54,28128.52
NUA OFFICE,2021-2022,153570.07,120132.44
ONX ENTERPRISE SOLUTIONS,2018-2019,13043.47,13228.89
ONX ENTERPRISE SOLUTIONS,2019-2020,68899.82,67609.28
ONX ENTERPRISE SOLUTIONS,2020-2021,34492.50,33001.72
OPENFRAME TECHNOLOGIES,2018-2019,26247.76,26515.02
OPENFRAME TECHNOLOGIES,2019-2020,93268.75,92481.66
OPTIV CANADA FEDERAL,2021-2022,53697.12,42005.36
ORACLE CANADA,2017-2018,1216348.31,1247867.87
ORACLE CANADA,2018-2019,1313014.32,1332889.46
ORACLE CANADA,2019-2020,410535.23,411389.99
ORACLE CANADA,2020-2021,1700064.77,1617864.16
ORACLE CANADA,2021-2022,1620257.23,1223777.54
ORANGUTECH,2019-2020,41767.67,40837.82
ORANGUTECH,2020-2021,26806.86,25454.92
ORANGUTECH,2021-2022,27318.06,25605.62
PAL AEROSPACE,2021-2022,406800.00,262699.91
PALADIN GROUP,2019-2020,38908.14,37966.54
PALADIN GROUP,2020-2021,5024.76,4775.74
PALADIN GROUP,2021-2022,8990.37,7032.85
PROMAXIS,2017-2018,22126.04,22699.40
PROMAXIS,2018-2019,22126.04,22470.14
PROMAXIS,2019-2020,30374.03,29988.66
PROMAXIS,2020-2021,53364.08,50731.64
PROMAXIS,2021-2022,53364.08,41744.83
PROQUEST,2018-2019,5198.33,5249.48
PROQUEST,2019-2020,56175.51,55783.38
PROQUEST,2020-2021,4414.63,4156.89
PROQUEST,2021-2022,52083.90,40661.07
PROSCI CANADA,2020-2021,39676.35,37359.97
PURESPIRIT SOLUTIONS,2019-2020,19973.87,19534.71
PURESPIRIT SOLUTIONS,2020-2021,490358.53,462138.23
PURESPIRIT SOLUTIONS,2021-2022,312026.17,130649.93
QUINTET CONSULTING,2017-2018,13497.97,13816.15
QUINTET CONSULTING,2018-2019,48821.23,49644.94
QUINTET CONSULTING,2019-2020,38250.79,37928.00
R E GILMORE INVESTMENTS,2018-2019,13863.15,13999.55
R E GILMORE INVESTMENTS,2020-2021,10223.58,9672.72
SALESFORCE CANADA,2020-2021,278871.86,263295.46
SALESFORCE CANADA,2021-2022,37665.81,0.00
SAS INSTITUTE,2020-2021,89479.19,85077.14
SAS INSTITUTE,2021-2022,156740.71,122301.89
SCALAR DECISIONS,2018-2019,1862.93,1881.26
SCALAR DECISIONS,2019-2020,21346.02,21277.22
STERIS CANADA,2019-2020,6583.40,6457.94
STERIS CANADA,2020-2021,15808.82,15028.97
STERIS CANADA,2021-2022,9268.73,8709.93
STRYKER CANADA,2018-2019,11558.40,11809.44
STRYKER CANADA,2019-2020,53587.80,52613.70
STRYKER CANADA,2020-2021,176242.06,167738.29
STRYKER CANADA,2021-2022,72298.49,54147.92
SUBARU CANADA,2017-2018,256017.82,262101.53
SUBARU CANADA,2018-2019,23473.80,23704.76
SUBARU CANADA,2019-2020,254500.57,248465.45
SUBARU CANADA,2020-2021,11847.42,11183.73
SUBARU CANADA,2021-2022,74193.00,41301.91
SYSTEMSCOPE,2019-2020,14496.16,14167.00
SYSTEMSCOPE,2020-2021,51369.90,48835.84
SYSTEMSCOPE,2021-2022,18014.65,16997.12
TELECOM COMPUTER SERVICES,2020-2021,145275.93,136794.43
TENAQUIP,2020-2021,13549.27,12799.32
THE STEVENS COMPANY,2017-2018,49322.60,50485.24
THE STEVENS COMPANY,2018-2019,44935.00,45839.01
THE STEVENS COMPANY,2020-2021,311936.20,294319.69
THE VCAN GROUP,2018-2019,49554.23,50072.75
TOTEM OFFISOURCE,2020-2021,6180.49,5819.66
TOTEM OFFISOURCE,2021-2022,75196.02,58823.18
TRANSWEST AIR,2017-2018,1554590.10,1591235.02
TRANSWEST AIR,2018-2019,1467523.55,1488114.43
TRANSWEST AIR,2019-2020,2972029.78,2934963.52
TRANSWEST AIR,2020-2021,8161003.96,7758423.95
TRANSWEST AIR,2021-2022,7100814.29,5725001.23
UNIVERSITY OF OTTAWA,2018-2019,7369.06,7441.56
UNIVERSITY OF OTTAWA,2019-2020,63283.97,63162.52
UNIVERSITY OF OTTAWA,2020-2021,21194.97,20149.42
UNIVERSITY OF OTTAWA,2021-2022,14537.51,9780.11
ZOLL MEDICAL CANADA,2017-2018,231316.41,237310.58
ZOLL MEDICAL CANADA,2019-2020,111198.09,108762.05
ZOLL MEDICAL CANADA,2020-2021,34182.48,32617.23
ZOLL MEDICAL CANADA,2021-2022,22084.55,9014.84
