d_vendor_name,overall_total
EXPRESS SCRIPTS CANADA,68905387.31350626
DONNA CONA,15249203.492258899
TRANSWEST AIR,14155147.390675182
BAYSHORE HEALTHCARE,12473128.417912884
ADVANCED PARAMEDIC,10000269.33460695
MINISTER OF FINANCE,8222433.99
ALS CANADA,6213201.7348370105
ORACLE CANADA,4639962.627780822
MICROSOFT CANADA,4432552.256190218
BOEHM HOTEL,4329721.75620438
QMR,3448333.8606460323
AMDOCS,3249014.6062465752
NISHA TECHONOLOGIES,2938419.83
MCKESSON CANADA,2487418.187419355
ALTIS HUMAN RESOURCES,2469500.9853761788
DYNABOOK CANADA,2345664.47
MIWAYAWIN HEALTH CARE,2138001.8248175182
COLLIERS PROJECT LEADERS,2125377.757016802
IBM CANADA,2094798.1009315068
IRON MOUNTAIN,1684424.8196037002
ARTEMP PERSONNEL SERVICES,1578922.712880033
COSSETTE COMMUNICATIONS,1499763.91
CALIAN,1440380.83
BELL CANADA,1257913.31
TIREE,1245775.9200000002
THE RIGHT DOOR CONSULTING,1164367.5852381147
ERNST YOUNG,1082220.2437837836
FCA CANADA,1020010.5299999999
CANADIAN BANK NOTE COMPANY,994440.2107650273
IMPERIAL OIL,988524.86
SOFTCHOICE,930579.2144549686
PRICEWATERHOUSE COOPERS,867457.0544546852
CANADIAN CORPS OF COMMISSIONAIRES,827104.0075103735
FORD MOTOR COMPANY,826604.6
GENERAL MOTORS,808668.2899999999
EXCEL HUMAN RESOURCES,801438.0290322581
CORADIX TECHNOLOGY CONSULTING,791472.64
TOROMONT,780613.41
BDO CANADA,769161.9
BAXTER,731528.0210714285
EMERGENT BIOSOLUTIONS CANADA,692911.7999999999
WOOD CANADA,690977.2999999999
IPSS,669540.54
BUREAU VERITAS CANADA 2019,652731.0179408543
WAMPUM RECORDS AND CANADIAN,609820.6699999999
ADVANCED CHIPPEWA TECHNOLOGIES,592050.58
GENERAL ELECTRIC CANADA,587002.41
GARTNER,574282.88
OPENTEXT,549371.1949315069
SUBARU CANADA,545839.61
PURESPIRIT SOLUTIONS,510332.4
EBSCO CANADA,479350.6133601934
TOYOTA CANADA,465686.06
RAYMOND CHABOT GRANT THORNTON,427563.4752429066
APPLIED ELECTONICS,424183.47000000003
THE STEVENS COMPANY,406193.8
MITSUBISHI MOTOR SALES,392382.9
MOBILE RESOURCE GROUP,383822.13269141526
CDW CANADA,378181.11772561946
ZOLL MEDICAL CANADA,376696.98025641026
XEROX,307952.0622398391
STRATOS,304889.15
DELOITTE AND TOUCHE,297660
ESBE SCIENTIFIC INDUSTRIES,297618.05
MNP,283890.72134186584
COMPUCOM CANADA,280658.61
HYPERTEC,265057.39999999997
KPMG,256594.25
ECOLE DE LANGUES ABCE,242055.0413227465
STRYKER CANADA,241388.25710949663
S P GLOBAL MARKET INTELLIGENCE,204596.25
KONICA MINOLTA BUSINESS SOLUTIONS,200919.62106842155
QUANTUM MANAGEMENT SERVICES,197866.25
SNC LAVALIN,189586.81
ADAPT PHARMA CANADA,184000
T H G THE HISTORY GROUP,176652.24333333335
PROLOGIC SYSTEMS,169831.95
ESRI,166588.71634977002
ADVANCED BUSINESS INTERIORS,153906.94608963322
ASOKAN BUSINESS INTERIORS,150464.3846835443
TELECOM COMPUTER SERVICES,145275.93
THE AIM GROUP,141784.14836551467
SIEMENS,130871.59251824817
PROMAXIS,127990.19449144148
NITAM SOLUTIONS,126802.04
CANON,125047.44449544027
PODOLINSKY EQUIPMENT,124974.15000000001
FAST FORWARD FRENCH,122759.71869952591
OPENFRAME TECHNOLOGIES,119516.51
ONX ENTERPRISE SOLUTIONS,116435.79000000001
TEKSYSTEMS CANADA,114171.1
