d_vendor_name,overall_total
MICROSOFT CANADA,1313376.78
ORACLE CANADA,1025899.54
EXCEL HUMAN RESOURCES,916124.04
IBM CANADA,909016.07
ZYCOM,822780.30
ALTIS HUMAN RESOURCES,809893.06
SOFTCHOICE,667158.62
DONNA CONA,611253.17
THE AIM GROUP,539252.95
R R INTERNATIONAL TRANSLATION,389592.44
SAMSON ASSOCIES,376875.12
BELL CANADA,332391.29
XEROX,293176.05
GARTNER,289868.00
PURESPIRIT SOLUTIONS,267785.42
NORTHERN MICRO,233436.31
MODIS CANADA,190197.93
TURTLE ISLAND STAFFING,159382.61
SOLUTIONS MOERAE,153849.50
LEXISNEXIS CANADA,124716.78
NISHA TECHONOLOGIES,108914.24
GOSS GILROY,105542.00
HDP GROUP,105033.50
QMR,104048.35
INFO TECH RESEARCH GROUP,101219.40
OPENTEXT,97398.11
KORN FERRY CA,84780.65
TOTEM OFFISOURCE,78036.72
LUMINA IT,73839.85
MOBILE RESOURCE GROUP,71190.00
ASOKAN BUSINESS INTERIORS,67242.69
TRM TECHNOLOGIES,60384.38
BDO CANADA,55935.00
UNIVERSITE DE MONTREAL,54670.00
SOFTSIM TECHNOLOGIES,53896.67
BLACKBERRY,52228.85
HYPERTEC,49748.25
INTEGRA NETWORKS,48816.00
GLOBAL UPHOLSTERY,48773.62
LEAN AGILITY,46120.98
LEVERAGE TECHNOLOGY RESOURCES,43189.26
TAG HR,41481.03
9468269 CANADA,39550.00
IDS SYSTEMS CONSULTANTS,39380.50
KNOWLEDGE CIRCLE,38575.95
RHEA,38533.00
DECISIVE GROUP,36914.01
CARAHSOFT TECHNOLOGY,35986.47
CANADIAN CORPS OF COMMISSIONAIRES,34753.15
ADSS 6175015 CANADA,31345.13
MERCER CANADA,30723.88
ECOLE DE LANGUES ABCE,28315.50
PURELOGIC,25704.68
SDL INTERNATIONAL CANADA,24916.50
LEO PISCES SERVICES GROUP,24814.80
SHARP ELECTRONICS,24461.93
CISTEL TECHNOLOGY,23987.64
ECLIPSYS SOLUTIONS,23768.42
ADVANCED CHIPPEWA TECHNOLOGIES,21975.68
LAURENTIAN TECHNOLOGIES,14011.21
HACKETT CONSULTING,13537.40
WORKDYNAMICS TECHNOLOGIES,12354.74
CSDC SYSTEMS,12109.45
DELL COMPUTER,10485.27
MCGILL UNIVERSITY,8859.06
INSTITUTE ON GOVERNANCE,7918.32
CALIAN,2574.84
NITAM SOLUTIONS,2202.66
