d_vendor_name,overall_total
PRA,415656.38
GOSS GILROY,323335.38
EXCEL HUMAN RESOURCES,197689.70
NITAM SOLUTIONS,187497.14
GLOBAL UPHOLSTERY,156351.32
QUANTUM MANAGEMENT SERVICES,135725.27
ELSEVIER,93203.73
ADVANCED BUSINESS INTERIORS,82437.24
OPENFRAME TECHNOLOGIES,80009.97
ORACLE CANADA,76426.86
CGI,61746.70
CONTRACT COMMUNITY,59101.26
ST JOSEPH PRINT GROUP,42230.24
CISTEL TECHNOLOGY,40228.00
PROLOGIC SYSTEMS,35295.99
UNIVERSITY OF BRITISH COLUMBIA,28024.00
YORK UNIVERSITY,12944.15
ADVANCED CHIPPEWA TECHNOLOGIES,12428.19
CNW GROUP,10170.00
