d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADVANCED BUSINESS INTERIORS,2018-2019,16695.65,16882.84
ADVANCED BUSINESS INTERIORS,2019-2020,65741.59,64377.22
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,12428.19,12732.69
CGI,2017-2018,24860.00,25504.20
CGI,2018-2019,24860.00,25246.61
CGI,2020-2021,12026.70,11433.43
CGI,2021-2022,12026.70,9408.06
CISTEL TECHNOLOGY,2017-2018,40228.00,41194.14
CNW GROUP,2017-2018,10170.00,10433.46
CONTRACT COMMUNITY,2017-2018,59101.26,60720.52
ELSEVIER,2018-2019,76756.01,77585.70
ELSEVIER,2019-2020,16447.72,16506.20
ELSEVIER,2021-2022,50679.59,34241.27
EXCEL HUMAN RESOURCES,2017-2018,45979.36,47094.11
EXCEL HUMAN RESOURCES,2018-2019,39409.10,40200.95
EXCEL HUMAN RESOURCES,2019-2020,75809.72,75383.14
EXCEL HUMAN RESOURCES,2020-2021,36491.51,34691.40
EXCEL HUMAN RESOURCES,2021-2022,36491.51,28546.02
FERENCE COMPANY CONSULTING,2019-2020,79100.00,78432.48
GLOBAL UPHOLSTERY,2019-2020,17836.19,17404.55
GLOBAL UPHOLSTERY,2020-2021,138515.13,131682.21
GOSS GILROY,2017-2018,144960.93,148709.98
GOSS GILROY,2018-2019,121826.47,123764.81
GOSS GILROY,2019-2020,51037.10,50540.53
GOSS GILROY,2020-2021,5510.88,5202.16
NITAM SOLUTIONS,2019-2020,187497.14,182959.61
OPENFRAME TECHNOLOGIES,2017-2018,19988.80,20506.78
OPENFRAME TECHNOLOGIES,2018-2019,19988.80,20299.66
OPENFRAME TECHNOLOGIES,2019-2020,20043.56,19874.42
OPENFRAME TECHNOLOGIES,2020-2021,19988.80,19002.76
OPENFRAME TECHNOLOGIES,2021-2022,19988.80,15636.53
ORACLE CANADA,2017-2018,24348.95,24929.42
ORACLE CANADA,2018-2019,52077.91,53007.84
PRA,2017-2018,28588.51,29262.40
PRA,2018-2019,118019.06,119463.46
PRA,2019-2020,242832.80,241403.52
PRA,2020-2021,26216.00,25000.44
PRA,2021-2022,74844.23,47761.76
PROLOGIC SYSTEMS,2018-2019,35295.99,35778.59
QMR,2021-2022,19566.63,18424.27
QUANTUM MANAGEMENT SERVICES,2017-2018,71912.64,73719.11
QUANTUM MANAGEMENT SERVICES,2018-2019,63812.63,64712.89
ST JOSEPH PRINT GROUP,2017-2018,36320.47,37267.34
ST JOSEPH PRINT GROUP,2018-2019,5909.77,6038.13
UNIVERSITY OF BRITISH COLUMBIA,2019-2020,5531.05,5397.20
UNIVERSITY OF BRITISH COLUMBIA,2020-2021,22492.95,21232.89
