d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,57488.17,59221.48
2_professional_services,2018-2019,66970.06,68006.10
2_professional_services,2019-2020,15820.00,15737.97
2_professional_services,2020-2021,60354.24,57766.39
2_professional_services,2021-2022,293596.51,274780.43
3_information_technology,2018-2019,15515.30,15647.62
3_information_technology,2019-2020,23535.15,23591.79
8_security_and_protection,2019-2020,23659.59,23204.20
8_security_and_protection,2020-2021,61683.94,58807.89
8_security_and_protection,2021-2022,40283.39,37114.37
9_human_capital,2017-2018,11995107.38,12359442.91
9_human_capital,2018-2019,12949407.11,13182992.99
9_human_capital,2019-2020,13746046.36,13626520.49
9_human_capital,2020-2021,14129048.64,13467283.01
9_human_capital,2021-2022,15338916.71,14338712.21
